,cluster14,,,,cluster15,,,,cluster18,,,,cluster27,,,
date,n,senti,pos_n,neg_n,n,senti,pos_n,neg_n,n,senti,pos_n,neg_n,n,senti,pos_n,neg_n
2015-10-19,1,-0.142,0.000,0.000,7,-0.896,0.000,0.000,5,3.243,2.443,0.000,0,0.000,0.000,0.000
2015-10-20,1,-0.142,0.000,0.000,3,0.258,0.000,0.000,4,1.152,0.000,0.000,0,0.000,0.000,0.000
2015-10-21,0,0.000,0.000,0.000,5,-0.871,0.000,0.000,5,-0.568,0.000,0.000,0,0.000,0.000,0.000
2015-10-22,0,0.000,0.000,0.000,8,-2.308,0.000,0.000,7,3.009,1.221,0.000,0,0.000,0.000,0.000
2015-10-23,3,0.941,0.000,0.000,7,-0.896,0.000,0.000,11,1.388,3.664,2.443,0,0.000,0.000,0.000
2015-10-24,1,-0.142,0.000,0.000,3,-0.555,0.000,0.000,8,-3.698,0.000,2.443,0,0.000,0.000,0.000
2015-10-25,7,0.970,0.000,0.000,17,-4.331,0.000,0.000,31,8.885,8.661,2.443,0,0.000,0.000,0.000
2015-10-26,7,7.984,3.664,1.221,16,-0.831,0.000,0.000,16,-0.545,2.443,3.664,0,0.000,0.000,0.000
2015-10-27,1,-0.142,0.000,0.000,15,-2.438,0.000,0.000,16,-1.936,0.000,1.221,0,0.000,0.000,0.000
2015-10-28,0,0.000,0.000,0.000,17,-5.364,1.221,0.000,14,-5.192,0.000,2.443,0,0.000,0.000,0.000
2015-10-29,2,-0.114,0.000,0.000,16,-5.791,0.000,0.000,20,8.308,6.107,0.000,1,-0.501,0.000,0.000
2015-10-30,3,-0.320,0.000,0.000,13,-3.024,0.000,0.000,26,6.587,4.886,1.221,0,0.000,0.000,0.000
2015-10-31,2,-0.877,0.000,0.000,10,-2.105,0.000,0.000,30,-0.147,3.664,2.443,0,0.000,0.000,0.000
2015-11-01,2,-0.284,0.000,0.000,9,-2.840,0.000,0.000,47,23.486,18.678,1.221,0,0.000,0.000,0.000
2015-11-02,0,0.000,0.000,0.000,16,-1.083,0.000,0.000,28,11.477,6.354,0.000,0,0.000,0.000,0.000
2015-11-03,5,3.275,1.221,0.000,13,-0.004,0.000,0.000,17,0.497,0.111,0.000,0,0.000,0.000,0.000
2015-11-04,2,-0.284,0.000,0.000,10,-0.816,0.000,0.000,30,3.487,2.992,0.000,0,0.000,0.000,0.000
2015-11-05,3,3.228,2.443,0.000,11,-3.953,0.000,0.000,11,2.106,2.443,1.221,0,0.000,0.000,0.000
2015-11-06,4,1.505,1.098,0.000,11,-1.573,1.221,0.000,23,12.615,7.686,1.221,0,0.000,0.000,0.000
2015-11-07,0,0.000,0.000,0.000,2,-0.068,0.000,0.000,5,-0.710,0.000,0.000,0,0.000,0.000,0.000
