,cluster0,,cluster1,,cluster2,,cluster3,,cluster4,,cluster5,,cluster6,,cluster10,,cluster11,,cluster12,,cluster13,,cluster15,,cluster16,,cluster18,
doy,senti,pos_n,senti,pos_n,senti,pos_n,senti,pos_n,senti,pos_n,senti,pos_n,senti,pos_n,senti,pos_n,senti,pos_n,senti,pos_n,senti,pos_n,senti,pos_n,senti,pos_n,senti,pos_n
316,67.148,42,20.503,16,9.126,6,13.509,9,0.000,0,1.169,1,7.732,4,3.932,3,1.019,1,7.238,3,5.402,4,2.646,2,4.311,3,3.688,2
317,76.728,44,25.427,14,13.941,10,26.042,16,0.000,0,5.018,3,0.000,0,0.000,0,4.623,3,2.974,2,9.645,6,0.000,0,0.000,0,3.524,2
318,61.737,41,32.334,21,14.727,9,28.619,17,2.524,2,0.000,0,6.238,3,5.233,3,5.766,3,1.641,1,3.031,2,0.000,0,0.000,0,2.124,2
319,57.404,35,30.650,18,40.907,25,26.800,16,13.317,9,12.346,5,11.581,7,0.000,0,5.788,3,2.967,2,2.291,1,2.824,2,7.947,6,0.000,0
320,105.002,62,42.093,26,55.994,31,51.090,31,2.767,2,0.000,0,23.353,15,13.287,7,7.218,4,11.055,7,0.000,0,0.000,0,3.496,2,7.408,4
321,89.651,50,29.331,20,6.517,5,14.837,9,1.419,1,0.000,0,0.000,0,1.684,1,5.219,3,1.108,1,1.594,1,5.884,4,0.000,0,5.492,4
322,83.007,52,39.611,26,16.545,8,31.972,18,0.000,0,8.594,6,4.368,3,12.062,9,7.671,5,3.142,2,2.248,1,5.770,4,2.352,2,0.000,0
323,46.329,30,12.868,7,19.656,12,16.168,10,1.240,1,5.083,4,0.000,0,0.000,0,1.205,1,4.854,2,1.998,1,2.788,2,4.686,3,4.224,3
324,6.756,4,4.025,2,2.616,2,1.698,1,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,1.072,1,0.000,0,0.000,0
325,108.155,71,52.797,34,25.166,17,25.276,17,3.819,3,6.786,5,8.108,6,0.000,0,12.695,7,3.578,2,1.523,1,1.405,1,5.332,4,1.301,1
326,79.793,47,34.839,22,45.483,28,32.511,18,9.442,8,43.427,28,7.782,6,0.000,0,0.000,0,7.393,4,10.956,6,2.496,2,8.406,4,12.561,8
327,36.759,22,40.122,25,4.594,3,12.379,8,0.000,0,11.076,8,34.510,22,10.062,5,4.469,3,0.000,0,6.434,4,13.285,9,3.724,2,3.188,3
328,32.822,24,40.364,26,9.805,6,12.697,9,4.590,3,3.518,2,8.111,7,0.000,0,1.659,1,1.523,1,7.978,3,7.958,6,0.000,0,3.068,2
329,56.023,37,39.216,24,2.516,2,10.514,6,2.480,2,1.873,1,12.916,8,3.368,3,19.980,11,1.802,1,10.691,6,1.083,1,0.000,0,10.242,5
330,40.776,22,6.928,5,10.314,6,0.000,0,0.000,0,2.088,2,13.033,8,0.000,0,1.998,1,1.766,1,4.125,3,12.541,7,5.804,2,0.000,0
331,26.714,14,17.430,9,28.255,21,23.279,14,10.269,5,14.601,8,0.000,0,0.000,0,9.280,5,1.998,1,0.000,0,0.000,0,6.856,2,2.166,2
332,25.684,16,19.243,11,9.988,6,8.451,5,0.000,0,8.976,7,10.318,9,0.000,0,6.856,2,5.252,3,0.000,0,0.000,0,7.412,4,0.000,0
333,56.184,36,8.547,6,29.723,18,18.138,12,0.000,0,5.981,5,13.989,11,0.000,0,0.000,0,0.000,0,2.838,2,3.982,2,20.470,12,0.000,0
334,42.879,24,9.276,6,14.396,9,27.108,16,4.837,3,48.465,33,5.988,3,0.000,0,3.453,2,12.130,7,7.100,6,6.071,4,10.125,6,4.173,3
335,68.863,39,23.844,18,10.801,7,19.035,14,2.480,2,4.092,3,16.810,9,0.000,0,2.610,2,1.777,1,0.000,0,4.182,3,0.000,0,0.000,0
336,35.319,26,31.823,20,26.035,15,3.406,2,5.018,3,1.612,1,17.116,13,3.974,2,1.083,1,0.000,0,8.054,4,2.610,2,0.000,0,4.400,3
337,30.770,18,45.623,28,47.515,31,11.429,8,6.417,3,7.444,4,7.745,5,1.105,1,6.260,4,0.000,0,1.937,1,2.038,2,13.076,6,0.000,0
338,45.308,28,34.916,22,23.062,14,17.976,10,1.791,1,8.764,6,7.464,3,2.631,1,3.996,3,0.000,0,2.173,1,1.083,1,0.000,0,3.324,3
339,76.249,39,19.242,13,48.212,31,24.970,14,2.216,1,10.324,5,2.613,2,1.373,1,4.640,3,15.900,8,0.000,0,3.495,3,0.000,0,0.000,0
340,75.540,43,52.955,32,67.325,40,22.805,9,3.303,2,13.209,8,24.724,15,0.000,0,3.368,2,8.386,5,6.248,3,0.000,0,1.230,1,6.217,4
341,67.216,41,57.561,36,27.523,16,45.163,27,0.000,0,13.642,10,14.244,9,0.000,0,0.000,0,0.000,0,13.245,7,8.608,6,11.596,6,0.000,0
342,66.814,45,34.711,24,39.192,24,4.880,3,2.570,2,11.640,6,9.018,3,1.466,1,0.000,0,1.162,1,2.588,1,1.208,1,0.000,0,0.000,0
343,74.776,44,58.098,37,51.664,28,11.939,7,0.000,0,10.664,8,2.674,2,0.000,0,6.094,3,2.580,2,0.000,0,0.000,0,0.000,0,3.399,3
344,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
345,68.806,46,33.394,17,24.366,15,12.450,8,1.044,1,8.297,6,10.740,7,1.230,1,1.298,1,3.564,3,0.000,0,6.988,4,0.000,0,4.572,4
346,12.090,5,0.000,0,7.542,3,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
347,33.929,24,6.426,4,18.586,10,17.051,9,1.122,1,0.000,0,6.875,5,0.000,0,0.000,0,5.162,3,2.685,2,0.000,0,15.176,9,0.000,0
348,77.025,47,21.706,13,23.781,15,38.468,23,4.346,2,6.184,4,5.840,4,0.000,0,18.989,10,1.065,1,0.000,0,3.096,2,0.000,0,2.194,2
349,50.589,32,8.153,5,26.947,16,14.959,9,11.977,10,15.005,11,0.000,0,0.000,0,2.191,2,1.165,1,0.000,0,0.000,0,0.000,0,0.000,0
350,51.279,34,6.030,4,55.053,34,26.688,15,0.000,0,30.179,17,13.903,8,0.000,0,1.827,1,1.230,1,0.000,0,1.158,1,2.652,2,0.000,0
351,76.389,52,2.566,2,14.424,9,12.861,6,0.000,0,6.863,4,2.481,1,0.000,0,7.002,3,0.000,0,0.000,0,2.916,2,5.529,4,0.000,0
352,58.156,38,9.169,6,11.660,8,17.735,12,0.000,0,2.352,2,2.088,2,0.000,0,3.678,3,0.000,0,4.998,3,2.060,2,2.010,2,1.165,1
353,50.421,36,0.000,0,33.387,21,6.785,5,0.000,0,0.000,0,10.774,6,0.000,0,0.000,0,3.163,2,2.327,2,11.463,6,6.634,4,0.000,0
354,57.919,35,2.981,2,6.060,4,10.248,6,4.840,4,12.726,9,12.511,10,0.000,0,0.000,0,3.031,2,5.377,3,0.000,0,8.050,5,3.446,2
355,68.330,41,6.034,4,30.366,18,11.593,8,15.653,8,69.404,45,12.579,9,0.000,0,4.097,3,5.811,3,2.534,1,2.388,2,16.154,8,9.330,6
356,37.274,21,1.566,1,4.161,2,0.000,0,5.785,4,13.028,8,13.905,9,0.000,0,5.359,4,2.563,1,0.000,0,0.000,0,5.068,2,0.000,0
357,37.441,31,7.978,5,0.000,0,1.130,1,6.760,3,2.038,2,22.684,13,0.000,0,0.000,0,1.237,1,0.000,0,0.000,0,7.841,4,12.729,8
358,28.738,21,3.178,2,0.000,0,12.089,6,1.394,1,5.976,4,24.263,14,0.000,0,0.000,0,1.280,1,2.742,2,5.090,3,0.000,0,0.000,0
359,23.131,17,3.046,2,1.612,1,7.014,4,0.000,0,1.012,1,3.582,3,0.000,0,5.162,3,6.788,4,0.000,0,0.000,0,0.000,0,0.000,0
360,27.230,16,3.132,3,0.000,0,8.989,6,0.000,0,9.880,4,1.723,1,0.000,0,0.000,0,1.162,1,0.000,0,6.852,5,0.000,0,0.000,0
361,27.568,19,4.548,4,5.719,5,28.007,16,1.441,1,10.732,6,22.576,14,0.000,0,2.667,1,6.217,4,2.742,2,0.000,0,0.000,0,3.003,3
362,28.679,19,4.458,3,29.601,20,21.933,16,5.158,3,12.389,7,16.564,13,0.000,0,5.562,4,6.006,4,7.389,5,5.661,3,0.000,0,5.426,2
363,36.572,24,5.474,4,15.632,12,12.130,8,16.347,9,89.152,52,18.774,13,1.326,1,1.366,1,1.344,1,5.344,3,0.000,0,0.000,0,0.000,0
364,34.418,23,4.858,3,6.598,5,7.382,5,0.000,0,0.000,0,3.465,3,0.000,0,0.000,0,2.638,2,6.185,4,2.230,2,0.000,0,0.000,0
365,15.421,11,29.298,21,11.493,7,17.201,11,4.990,4,0.000,0,2.330,2,0.000,0,1.430,1,3.715,3,4.161,3,9.973,5,0.000,0,0.000,0
