,cluster0,,cluster1,,cluster2,,cluster3,,cluster4,,cluster5,,cluster6,,cluster10,,cluster11,,cluster12,,cluster13,,cluster15,,cluster16,,cluster18,
date,senti,pos_n,senti,pos_n,senti,pos_n,senti,pos_n,senti,pos_n,senti,pos_n,senti,pos_n,senti,pos_n,senti,pos_n,senti,pos_n,senti,pos_n,senti,pos_n,senti,pos_n,senti,pos_n
2015-08-26,27.903,19,15.995,11,11.895,7,8.503,6,3.532,3,7.640,6,0.000,0,7.635,5,0.000,0,0.000,0,1.158,1,0.000,0,4.212,4,0.000,0
2015-08-27,44.677,29,30.696,21,6.478,3,6.955,5,5.101,3,5.581,5,16.930,10,4.024,2,0.000,0,0.000,0,1.108,1,2.160,2,0.000,0,1.752,1
2015-08-28,39.724,29,23.599,15,5.984,3,5.654,4,20.105,13,18.704,14,2.474,2,3.088,2,0.000,0,3.924,2,2.938,2,0.000,0,0.000,0,7.242,4
2015-08-29,26.231,18,24.879,17,17.294,12,4.418,3,59.545,42,18.241,11,11.818,6,2.560,2,0.000,0,0.000,0,3.238,2,5.100,3,0.000,0,4.980,4
2015-08-30,20.881,12,35.486,19,6.410,4,24.014,14,55.256,41,7.248,6,8.672,7,0.000,0,0.000,0,0.000,0,6.581,4,2.224,2,0.000,0,2.510,2
2015-08-31,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
2015-09-01,15.376,10,6.752,5,4.164,3,3.678,2,0.000,0,15.886,9,0.000,0,0.000,0,0.000,0,0.000,0,1.215,1,0.000,0,1.026,1,2.374,2
2015-09-02,18.474,13,5.834,4,4.819,3,6.091,3,0.000,0,16.586,11,0.000,0,1.122,1,0.000,0,1.641,1,2.052,1,2.077,1,0.000,0,0.000,0
2015-09-03,21.323,16,16.375,13,1.655,1,10.352,6,3.761,3,35.482,26,1.237,1,2.420,2,0.000,0,0.000,0,25.554,18,0.000,0,0.000,0,1.044,1
2015-09-04,16.124,12,8.514,7,2.845,2,6.366,5,0.000,0,38.715,29,1.441,1,0.000,0,0.000,0,2.634,2,19.642,14,2.953,2,1.126,1,0.000,0
2015-09-05,34.501,25,21.446,16,6.845,4,12.965,10,19.860,12,49.204,34,8.742,6,1.233,1,0.000,0,1.987,1,31.518,23,0.000,0,0.000,0,1.573,1
2015-09-06,19.591,14,14.262,9,5.334,3,5.577,4,6.002,5,18.717,14,0.000,0,4.160,2,0.000,0,1.326,1,6.313,4,0.000,0,0.000,0,0.000,0
2015-09-07,20.146,14,9.849,6,1.737,1,5.848,4,17.276,11,25.233,16,0.000,0,1.044,1,0.000,0,0.000,0,4.762,4,0.000,0,0.000,0,5.394,3
2015-09-08,16.374,7,2.323,1,1.548,1,17.193,12,1.727,1,18.102,11,0.000,0,0.000,0,0.000,0,0.000,0,9.982,8,0.000,0,0.000,0,0.000,0
2015-09-09,6.984,4,4.593,2,0.000,0,3.410,2,0.000,0,4.194,3,0.000,0,1.122,1,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
2015-09-10,5.559,4,2.513,1,0.000,0,0.000,0,9.559,6,2.842,2,1.312,1,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,1.122,1
2015-09-11,4.858,3,3.167,2,2.749,2,1.062,1,1.744,1,2.659,2,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
2015-09-12,6.106,4,2.227,2,0.000,0,2.502,1,5.011,3,0.000,0,4.101,3,0.000,0,0.000,0,0.000,0,1.305,1,0.000,0,0.000,0,0.000,0
2015-09-13,19.510,13,7.156,4,0.000,0,2.731,2,13.060,9,4.526,3,3.639,3,0.000,0,2.210,2,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
2015-09-14,12.607,9,8.811,5,8.399,5,6.178,4,7.368,3,10.761,7,2.192,2,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,1.376,1
2015-09-15,23.145,16,2.338,1,7.886,4,1.684,1,15.436,11,11.809,9,2.774,2,0.000,0,0.000,0,2.652,2,3.704,2,0.000,0,0.000,0,0.000,0
2015-09-16,7.070,6,0.000,0,1.373,1,4.272,3,11.736,8,2.052,2,3.986,3,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,1.573,1
2015-09-17,6.970,4,1.083,1,1.326,1,0.000,0,18.317,11,9.428,7,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
2015-09-18,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,2.474,1,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,2.188,1
2015-09-19,8.358,6,3.228,2,1.276,1,1.090,1,7.993,5,6.233,4,2.409,2,0.000,0,0.000,0,1.069,1,2.627,2,0.000,0,0.000,0,0.000,0
2015-09-20,3.589,2,7.119,6,4.968,3,1.205,1,4.429,3,18.930,13,0.000,0,0.000,0,0.000,0,0.000,0,1.487,1,0.000,0,0.000,0,0.000,0
2015-09-21,14.163,9,6.828,5,0.000,0,3.263,2,2.030,1,38.970,25,1.090,1,0.000,0,0.000,0,3.671,2,3.982,3,0.000,0,0.000,0,0.000,0
2015-09-22,18.238,13,11.099,7,26.808,16,2.530,2,0.000,0,13.509,9,5.334,2,0.000,0,0.000,0,0.000,0,2.914,2,5.983,4,0.000,0,0.000,0
2015-09-23,34.443,24,3.396,2,22.291,15,2.288,2,9.925,7,7.850,6,7.492,6,0.000,0,0.000,0,0.000,0,0.000,0,1.341,1,2.902,2,2.796,2
2015-09-24,16.220,12,13.234,8,5.520,4,9.994,8,10.366,6,25.324,20,1.262,1,2.016,2,0.000,0,3.188,2,2.480,2,2.088,2,0.000,0,2.110,2
2015-09-25,26.256,21,14.685,11,5.948,4,12.275,5,6.363,5,15.748,12,1.248,1,2.796,2,0.000,0,4.018,2,1.491,1,0.000,0,7.587,4,0.000,0
2015-09-26,28.705,19,6.972,4,21.764,16,20.734,18,14.814,10,15.502,11,6.953,5,3.760,2,0.000,0,3.146,2,3.146,2,0.000,0,2.152,2,0.000,0
2015-09-27,61.576,40,25.596,18,27.028,18,10.757,7,3.088,2,34.624,23,4.257,3,0.000,0,0.000,0,13.143,10,11.196,6,0.000,0,0.000,0,0.000,0
2015-09-28,33.405,25,37.174,25,14.524,10,4.860,4,71.847,46,8.575,7,10.167,6,0.000,0,0.000,0,0.000,0,3.024,3,0.000,0,6.764,4,9.975,6
2015-09-29,28.667,19,20.848,16,4.848,4,0.000,0,32.771,23,20.755,13,5.420,4,10.852,8,0.000,0,9.380,8,0.000,0,0.000,0,0.000,0,5.464,4
2015-09-30,31.432,20,31.172,20,26.468,20,5.492,4,64.092,44,21.336,16,0.000,0,0.000,0,0.000,0,5.764,4,0.000,0,8.780,4,0.000,0,0.000,0
2015-10-01,41.223,33,15.561,14,58.098,37,65.710,45,67.572,50,124.888,86,0.000,0,19.520,15,0.000,0,0.000,0,6.075,5,0.000,0,0.000,0,15.495,10
2015-10-02,23.592,21,58.465,40,23.840,15,0.000,0,51.871,38,249.750,170,14.824,11,1.101,1,0.000,0,0.000,0,7.205,5,9.135,5,0.000,0,1.523,1
2015-10-03,39.685,29,52.392,36,44.240,30,29.855,21,81.525,58,66.778,48,12.020,7,5.130,5,0.000,0,5.705,5,11.309,8,10.987,7,0.000,0,2.774,2
2015-10-04,53.254,34,98.395,57,86.660,66,52.941,41,255.988,168,42.256,24,7.292,4,9.236,4,7.664,4,1.190,1,5.048,4,10.824,10,0.000,0,0.000,0
2015-10-05,36.251,29,27.636,18,4.644,3,17.481,14,44.158,31,37.957,26,2.370,2,7.164,4,0.000,0,0.000,0,3.765,3,13.311,9,0.000,0,3.357,3
2015-10-06,43.883,26,18.653,10,0.000,0,7.548,6,10.404,8,19.924,15,0.000,0,1.716,1,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
2015-10-07,17.715,15,20.694,12,3.090,3,0.000,0,55.500,42,14.049,9,0.000,0,0.000,0,0.000,0,3.090,3,9.717,6,0.000,0,0.000,0,3.528,3
2015-10-08,80.797,53,16.485,10,18.896,10,17.037,13,120.710,83,23.817,17,1.194,1,1.283,1,0.000,0,0.000,0,0.000,0,0.000,0,7.902,3,0.000,0
2015-10-09,43.099,25,33.417,18,20.376,15,12.969,10,8.679,7,19.206,12,26.801,19,0.000,0,0.000,0,4.461,3,0.000,0,1.301,1,0.000,0,0.000,0
2015-10-10,40.101,27,27.705,18,35.960,26,29.630,22,2.180,2,98.440,67,12.092,7,0.000,0,0.000,0,0.000,0,5.736,3,2.602,2,0.000,0,3.615,3
2015-10-11,28.469,18,25.067,17,11.401,8,10.903,9,1.158,1,15.078,11,5.104,4,1.244,1,0.000,0,1.873,1,4.489,3,0.000,0,0.000,0,1.026,1
2015-10-12,26.375,17,21.432,12,1.559,1,6.556,5,1.916,1,31.655,19,7.350,5,0.000,0,0.000,0,1.283,1,5.005,3,1.734,1,0.000,0,1.548,1
2015-10-13,1.448,1,0.000,0,8.044,6,0.000,0,0.000,0,4.186,3,2.488,2,0.000,0,0.000,0,0.000,0,0.000,0,1.719,1,0.000,0,1.766,1
2015-10-14,7.917,5,0.000,0,4.677,4,9.385,8,0.000,0,22.562,16,0.000,0,3.744,3,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,4.065,3
2015-10-15,2.244,2,2.446,2,4.418,2,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,2.052,2,0.000,0,0.000,0,0.000,0,0.000,0
2015-10-16,13.150,10,11.565,7,8.827,6,6.736,4,4.388,4,18.264,12,6.156,3,0.000,0,0.000,0,0.000,0,4.660,4,0.000,0,9.971,5,0.000,0
2015-10-17,18.541,13,0.000,0,12.725,8,7.140,6,7.124,5,4.551,4,0.000,0,0.000,0,0.000,0,5.532,3,0.000,0,3.978,3,0.000,0,0.000,0
2015-10-18,15.434,11,2.446,2,12.877,9,3.760,3,5.233,4,37.275,25,5.576,4,0.000,0,0.000,0,0.000,0,0.000,0,3.418,2,0.000,0,0.000,0
2015-10-19,10.920,8,7.736,5,8.674,7,0.000,0,0.000,0,18.356,13,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,3.096,2
2015-10-20,19.237,12,0.000,0,37.900,22,4.323,3,0.000,0,14.560,10,1.105,1,0.000,0,0.000,0,0.000,0,0.000,0,5.018,4,0.000,0,0.000,0
2015-10-21,4.961,3,1.083,1,1.326,1,0.000,0,0.000,0,3.700,2,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,1.366,1
2015-10-22,8.950,6,2.045,1,17.065,10,0.000,0,2.652,2,18.344,12,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
2015-10-23,17.433,11,1.044,1,5.724,4,0.000,0,1.090,1,11.181,7,0.000,0,0.000,0,0.000,0,1.373,1,0.000,0,0.000,0,0.000,0,2.846,2
2015-10-24,2.088,2,18.006,12,0.000,0,17.090,11,2.244,2,7.410,6,3.049,2,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
2015-10-25,25.896,19,3.982,3,1.480,1,7.690,5,1.315,1,39.853,29,5.173,4,0.000,0,0.000,0,0.000,0,0.000,0,1.594,1,0.000,0,1.019,1
2015-10-26,25.056,16,3.360,2,2.706,2,1.909,1,1.498,1,12.036,10,2.563,2,0.000,0,0.000,0,0.000,0,10.316,5,0.000,0,0.000,0,2.316,1
2015-10-27,19.688,13,8.160,6,1.151,1,3.775,3,0.000,0,6.077,4,3.007,2,0.000,0,0.000,0,1.022,1,0.000,0,1.158,1,3.524,2,1.087,1
2015-10-28,2.160,2,16.629,13,0.000,0,0.000,0,19.366,13,3.846,3,5.365,3,0.000,0,0.000,0,2.252,1,0.000,0,7.041,5,0.000,0,0.000,0
2015-10-29,37.856,24,12.705,9,28.456,22,6.467,5,3.761,3,62.327,45,1.115,1,0.000,0,0.000,0,0.000,0,0.000,0,1.827,1,3.064,2,0.000,0
2015-10-30,29.815,18,8.425,6,44.444,26,3.829,3,6.180,4,41.040,27,5.205,4,1.090,1,0.000,0,0.000,0,0.000,0,0.000,0,1.083,1,5.614,4
2015-10-31,24.051,15,13.859,10,2.577,2,3.692,2,2.234,1,12.080,8,9.892,6,1.158,1,0.000,0,0.000,0,0.000,0,2.874,2,0.000,0,2.191,2
2015-11-01,10.370,8,14.966,10,6.341,4,20.773,16,6.856,4,86.201,58,1.970,1,1.630,1,0.000,0,1.812,1,1.140,1,1.458,1,1.441,1,4.594,3
2015-11-02,24.312,16,7.581,5,5.813,4,1.105,1,0.000,0,11.121,8,4.473,3,0.000,0,0.000,0,0.000,0,0.000,0,2.016,2,0.000,0,2.610,2
2015-11-03,15.484,11,5.563,4,1.026,1,4.125,2,1.366,1,10.750,7,1.065,1,0.000,0,0.000,0,0.000,0,1.469,1,0.000,0,0.000,0,0.000,0
2015-11-04,8.404,7,4.336,3,3.735,3,2.455,2,0.000,0,3.192,2,1.698,1,0.000,0,0.000,0,0.000,0,2.813,2,0.000,0,0.000,0,0.000,0
2015-11-05,22.560,14,3.872,3,10.271,8,3.836,3,3.160,3,7.833,4,1.033,1,0.000,0,0.000,0,1.802,1,4.380,3,0.000,0,0.000,0,0.000,0
2015-11-06,36.494,22,2.531,2,5.452,4,6.496,5,0.000,0,7.429,5,0.000,0,0.000,0,0.000,0,1.148,1,3.274,2,1.573,1,0.000,0,1.887,1
2015-11-07,8.540,5,7.766,7,8.452,4,1.905,1,2.038,2,10.841,9,2.502,2,0.000,0,0.000,0,4.124,3,0.000,0,0.000,0,0.000,0,0.000,0
