venue	lon	lat	category	user	year	doy	dow	hour	txt
Rivers. Must be baseball season. Rivers Casino	-80.0218	40.4468	NA	BobSpuntak	2014	93	4	23	I'm at Rivers Casino - (Pittsburgh, PA)
Rivers. Must be baseball season. Rivers Casino	-80.0218	40.4468	NA	jasondensmore	2014	94	5	22	I'm at Rivers Casino - (Pittsburgh, PA) w/ 3 others
Rivers. Must be baseball season. Rivers Casino	-80.0218	40.4468	NA	SuperAgroCraig	2014	100	4	3	I'm at Rivers Casino - (Pittsburgh, PA)
Rivers. Must be baseball season. Rivers Casino	-80.0218	40.4468	NA	chronica98	2014	102	6	21	I'm at Rivers Casino - (Pittsburgh, PA)
Rivers. Must be baseball season. Rivers Casino	-80.0218	40.4468	NA	gelaterrano	2014	103	0	15	I'm at Rivers Casino - (Pittsburgh, PA) w/ 4 others
Rivers. Must be baseball season. Rivers Casino	-80.0218	40.4468	NA	mandles713	2014	109	6	15	I'm at Rivers Casino - (Pittsburgh, PA) w/ 2 others
Rivers. Must be baseball season. Rivers Casino	-80.0218	40.4468	NA	SuperAgroCraig	2014	114	4	2	I'm at Rivers Casino - (Pittsburgh, PA)
Rivers. Must be baseball season. Rivers Casino	-80.0218	40.4468	NA	sethvargo	2014	118	1	23	I'm at Rivers Casino - (Pittsburgh, PA)
Rivers. Must be baseball season. Rivers Casino	-80.0218	40.4468	NA	victoriaxrenee	2014	119	2	22	I'm at Rivers Casino - (Pittsburgh, PA)
Rivers. Must be baseball season. Rivers Casino	-80.0218	40.4468	NA	SuperAgroCraig	2014	122	5	1	I'm at Rivers Casino - (Pittsburgh, PA)
Rivers. Must be baseball season. Rivers Casino	-80.0218	40.4468	NA	xcorey21	2014	123	6	17	I'm at Rivers Casino - (Pittsburgh, PA) w/ 4 others
Rivers. Must be baseball season. Rivers Casino	-80.0218	40.4468	NA	gelaterrano	2014	124	0	3	I'm at Rivers Casino - (Pittsburgh, PA) w/ 8 others
Rivers. Must be baseball season. Rivers Casino	-80.0218	40.4468	NA	ChrisMondi	2014	124	0	13	I'm at Rivers Casino - (Pittsburgh, PA)
Rivers. Must be baseball season. Rivers Casino	-80.0218	40.4468	NA	SuperAgroCraig	2014	130	6	2	I'm at Rivers Casino - (Pittsburgh, PA) w/ 7 others
Rivers. Must be baseball season. Rivers Casino	-80.0218	40.4468	NA	meowwDesiree	2014	130	6	3	I'm at Rivers Casino - (Pittsburgh, PA) w/ 10 others
Rivers. Must be baseball season. Rivers Casino	-80.0218	40.4468	NA	bigjoo81	2014	131	0	3	I'm at Rivers Casino - (Pittsburgh, PA) w/ 6 others
Rivers. Must be baseball season. Rivers Casino	-80.0218	40.4468	NA	sethvargo	2014	131	0	19	I'm at Rivers Casino - (Pittsburgh, PA) w/ 5 others
Rivers. Must be baseball season. Rivers Casino	-80.0218	40.4468	NA	nyr11messier	2014	133	2	19	I'm at Rivers Casino - (Pittsburgh, PA)
Rivers. Must be baseball season. Rivers Casino	-80.0218	40.4468	NA	EricGSkaggs	2014	134	3	3	I'm at Rivers Casino - (Pittsburgh, PA)
Rivers. Must be baseball season. Rivers Casino	-80.0218	40.4468	NA	Smeagol_Is_Free	2014	144	6	6	I'm at Rivers Casino - (Pittsburgh, PA) w/ 3 others
Rivers. Must be baseball season. Rivers Casino	-80.0218	40.4468	NA	GSXR1KBUSAKILLA	2014	150	5	17	I'm at Rivers Casino - (Pittsburgh, PA) w/ 2 others
Rivers. Must be baseball season. Rivers Casino	-80.0218	40.4468	NA	keykeydoodle	2014	151	6	23	I'm at Rivers Casino - (Pittsburgh, PA) w/ 4 others
Rivers. Must be baseball season. Rivers Casino	-80.0218	40.4468	NA	MikeShaeffer	2014	164	5	20	I'm at Rivers Casino - (Pittsburgh, PA)
Rivers. Must be baseball season. Rivers Casino	-80.0218	40.4468	NA	BobSpuntak	2014	164	5	21	I'm at Rivers Casino - (Pittsburgh, PA) w/ 5 others
Rivers. Must be baseball season. Rivers Casino	-80.0218	40.4468	NA	JamesNealB4Zod	2014	164	5	23	I'm at Rivers Casino - (Pittsburgh, PA) w/ 8 others
Rivers. Must be baseball season. Rivers Casino	-80.0218	40.4468	NA	steelcitysecret	2014	165	6	17	I'm at Rivers Casino - (Pittsburgh, PA) w/ 3 others
Rivers. Must be baseball season. Rivers Casino	-80.0218	40.4468	NA	apeybxx	2014	166	0	17	I'm at Rivers Casino - (Pittsburgh, PA) w/ 2 others
Rivers. Must be baseball season. Rivers Casino	-80.0218	40.4468	NA	ScoutoFinch	2014	170	4	17	I'm at Rivers Casino - (Pittsburgh, PA)
Rivers. Must be baseball season. Rivers Casino	-80.0218	40.4468	NA	broge64	2014	171	5	15	I'm at Rivers Casino - (Pittsburgh, PA)
Rivers. Must be baseball season. Rivers Casino	-80.0218	40.4468	NA	soxclinton	2014	171	5	22	I'm at Rivers Casino - (Pittsburgh, PA) w/ 2 others
Rivers. Must be baseball season. Rivers Casino	-80.0218	40.4468	NA	priestp1	2014	172	6	2	I'm at Rivers Casino - (Pittsburgh, PA) w/ 6 others
Rivers. Must be baseball season. Rivers Casino	-80.0218	40.4468	NA	Tamerica531	2014	173	0	2	I'm at Rivers Casino - (Pittsburgh, PA) w/ 2 others
Rivers. Must be baseball season. Rivers Casino	-80.0218	40.4468	NA	J_Anthony_	2014	173	0	21	I'm at Rivers Casino - (Pittsburgh, PA) w/ 2 others
Rivers. Must be baseball season. Rivers Casino	-80.0218	40.4468	NA	NikkiWiser	2014	174	1	21	I'm at Rivers Casino - (Pittsburgh, PA)
Rivers. Must be baseball season. Rivers Casino	-80.0218	40.4468	NA	TJ_Nell	2014	180	0	15	I'm at Rivers Casino - (Pittsburgh, PA) w/ 2 others
Rivers. Must be baseball season. Rivers Casino	-80.0218	40.4468	NA	ReallyRoos	2014	180	0	16	I'm at Rivers Casino - (Pittsburgh, PA) w/ 4 others
Rivers. Must be baseball season. Rivers Casino	-80.0218	40.4468	NA	jcolem47	2014	180	0	20	I'm at Rivers Casino - (Pittsburgh, PA) w/ 2 others
Rivers. Must be baseball season. Rivers Casino	-80.0218	40.4468	NA	NikkiWiser	2014	185	5	19	I'm at Rivers Casino - (Pittsburgh, PA) w/ 2 others
Rivers. Must be baseball season. Rivers Casino	-80.0218	40.4468	NA	BAVars914	2014	185	5	20	I'm at Rivers Casino - (Pittsburgh, PA)
Rivers. Must be baseball season. Rivers Casino	-80.0218	40.4468	NA	NikkiWiser	2014	186	6	23	I'm at Rivers Casino - (Pittsburgh, PA)
Rivers. Must be baseball season. Rivers Casino	-80.0218	40.4468	NA	Pishta34	2014	187	0	20	I'm at Rivers Casino - (Pittsburgh, PA)
Rivers. Must be baseball season. Rivers Casino	-80.0218	40.4468	NA	erickend	2014	189	2	19	I'm at Rivers Casino - (Pittsburgh, PA)
Rivers. Must be baseball season. Rivers Casino	-80.0218	40.4468	NA	megs86	2014	192	5	3	I'm at Rivers Casino - w/
Rivers. Must be baseball season. Rivers Casino	-80.0218	40.4468	NA	DrakeDonovan	2014	195	1	2	I'm at Rivers Casino - (Pittsburgh, PA) w/ 2 others
Rivers. Must be baseball season. Rivers Casino	-80.0218	40.4468	NA	MrPaulLandry	2014	200	6	0	I'm at Rivers Casino - (Pittsburgh, PA) w/ 4 others
Rivers. Must be baseball season. Rivers Casino	-80.0218	40.4468	NA	C_Trinidad21	2014	200	6	21	I'm at Rivers Casino - (Pittsburgh, PA) w/ 4 others
Rivers. Must be baseball season. Rivers Casino	-80.0218	40.4468	NA	WePhelps	2014	202	1	22	I'm at Rivers Casino - (Pittsburgh, PA)
Rivers. Must be baseball season. Rivers Casino	-80.0218	40.4468	NA	zkovaxx	2014	203	2	3	I'm at Rivers Casino - (Pittsburgh, PA) w/ 3 others
Rivers. Must be baseball season. Rivers Casino	-80.0218	40.4468	NA	SeanMcDonald37	2014	205	4	3	I'm at Rivers Casino - (Pittsburgh, PA)
Rivers. Must be baseball season. Rivers Casino	-80.0218	40.4468	NA	plrbare13	2014	215	0	2	I'm at Rivers Casino - in Pittsburgh, PA w/ 2 others
Rivers. Must be baseball season. Rivers Casino	-80.0218	40.4468	NA	Smeagol_Is_Free	2014	218	3	5	I'm at Rivers Casino - in Pittsburgh, PA
Rivers. Must be baseball season. Rivers Casino	-80.0218	40.4468	NA	BrechtInc	2014	219	4	14	I'm at Rivers Casino - in Pittsburgh, PA
Rivers. Must be baseball season. Rivers Casino	-80.0218	40.4468	NA	AbbyDinges	2014	241	5	3	I'm at Rivers Casino - in Pittsburgh, PA
Rivers. Must be baseball season. Rivers Casino	-80.0218	40.4468	NA	Morgan24Lynn	2014	243	0	1	I'm at Rivers Casino - in Pittsburgh, PA
Rivers. Must be baseball season. Rivers Casino	-80.0218	40.4468	NA	BeeBumm	2014	244	1	16	I'm at Rivers Casino - in Pittsburgh, PA
Rivers. Must be baseball season. Rivers Casino	-80.0218	40.4468	NA	M3gannn__	2014	245	2	2	I'm at Rivers Casino - in Pittsburgh, PA
Rivers. Must be baseball season. Rivers Casino	-80.0218	40.4468	NA	Creativeimagez	2014	274	3	19	I'm at Rivers Casino - in Pittsburgh, PA
Rivers. Must be baseball season. Rivers Casino	-80.0218	40.4468	NA	elysemarguerite	2014	275	4	4	I'm at Rivers Casino - in Pittsburgh, PA
Rivers. Must be baseball season. Rivers Casino	-80.0218	40.4468	NA	brueckj23	2014	276	5	21	I'm at Rivers Casino - in Pittsburgh, PA
Rivers. Must be baseball season. Rivers Casino	-80.0218	40.4468	NA	LouTang16	2014	277	6	3	I'm at Rivers Casino - in Pittsburgh, PA
Rivers. Must be baseball season. Rivers Casino	-80.0218	40.4468	NA	LouTang16	2014	278	0	1	I'm at Rivers Casino - in Pittsburgh, PA
Rivers. Must be baseball season. Rivers Casino	-80.0218	40.4468	NA	drewbostwick2	2014	278	0	2	I'm at Rivers Casino - in Pittsburgh, PA
Rivers. Must be baseball season. Rivers Casino	-80.0218	40.4468	NA	SWRMorrisJr	2014	279	1	23	I'm at Rivers Casino - in Pittsburgh, PA
Rivers. Must be baseball season. Rivers Casino	-80.0218	40.4468	NA	lisarec	2014	284	6	1	I'm at Rivers Casino - in Pittsburgh, PA
Rivers. Must be baseball season. Rivers Casino	-80.0218	40.4468	NA	rockinet7	2014	291	6	2	I'm at Rivers Casino - in Pittsburgh, PA
Rivers. Must be baseball season. Rivers Casino	-80.0218	40.4468	NA	jlppimb	2014	294	2	4	I'm at Rivers Casino - in Pittsburgh, PA
Rivers. Must be baseball season. Rivers Casino	-80.0218	40.4468	NA	BobSpuntak	2014	297	5	19	I'm at Rivers Casino - in Pittsburgh, PA
Rivers. Must be baseball season. Rivers Casino	-80.0218	40.4468	NA	SuperAgroCraig	2014	302	3	2	I'm at Rivers Casino - in Pittsburgh, PA
Rivers. Must be baseball season. Rivers Casino	-80.0218	40.4468	NA	Bluesbrotha	2014	305	6	22	I'm at Rivers Casino - in Pittsburgh, PA
Rivers. Must be baseball season. Rivers Casino	-80.0218	40.4468	NA	HannahKat90	2014	305	6	23	I'm at Rivers Casino - in Pittsburgh, PA
Rivers. Must be baseball season. Rivers Casino	-80.0218	40.4468	NA	jasondensmore	2014	306	0	2	I'm at Rivers Casino - in Pittsburgh, PA w/
Rivers. Must be baseball season. Rivers Casino	-80.0218	40.4468	NA	chuck629	2014	313	0	0	I'm at Rivers Casino - in Pittsburgh, PA
Rivers. Must be baseball season. Rivers Casino	-80.0218	40.4468	NA	Felicia7997	2014	319	6	13	I'm at Rivers Casino in Pittsburgh, PA
Rivers. Must be baseball season. Rivers Casino	-80.0218	40.4468	NA	mgeeezyy	2014	319	6	20	I'm at Rivers Casino - in Pittsburgh, PA
Rivers. Must be baseball season. Rivers Casino	-80.0218	40.4468	NA	jlppimb	2014	334	0	22	I'm at Rivers Casino - in Pittsburgh, PA
Rivers. Must be baseball season. Rivers Casino	-80.0218	40.4468	NA	chuck629	2014	348	0	2	I'm at Rivers Casino - in Pittsburgh, PA
Rivers. Must be baseball season. Rivers Casino	-80.0218	40.4468	NA	LeBeauBG	2014	355	0	16	I'm at Rivers Casino - in Pittsburgh, PA
Rivers. Must be baseball season. Rivers Casino	-80.0218	40.4468	NA	gemccowin	2014	362	0	20	I'm at Rivers Casino - in Pittsburgh, PA w/
Rivers. Must be baseball season. Rivers Casino	-80.0218	40.4468	NA	IRNCTYMNE	2014	362	0	22	I'm at Rivers Casino - in Pittsburgh, PA
Rivers. Must be baseball season. Rivers Casino	-80.0218	40.4468	NA	LeBeauBG	2014	362	0	23	I'm at Rivers Casino - in Pittsburgh, PA
Rivers. Must be baseball season. Rivers Casino	-80.0218	40.4468	NA	StephanieRaeK	2014	364	2	2	I'm at Rivers Casino - in Pittsburgh, PA
Rivers. Must be baseball season. Rivers Casino	-80.0218	40.4468	NA	LeBeauBG	2015	3	6	23	I'm at Rivers Casino - in Pittsburgh, PA
Rivers. Must be baseball season. Rivers Casino	-80.0218	40.4468	NA	chuck629	2015	10	6	23	I'm at Rivers Casino - in Pittsburgh, PA
Rivers. Must be baseball season. Rivers Casino	-80.0218	40.4468	NA	chuck629	2015	24	6	0	I'm at Rivers Casino - in Pittsburgh, PA
Rivers. Must be baseball season. Rivers Casino	-80.0218	40.4468	NA	sethhoova	2015	35	3	3	I'm at Rivers Casino - in Pittsburgh, PA
Rivers. Must be baseball season. Rivers Casino	-80.0218	40.4468	NA	meetjenn	2015	38	6	2	I'm at Rivers Casino - in Pittsburgh, PA
Rivers. Must be baseball season. Rivers Casino	-80.0218	40.4468	NA	SuperAgroCraig	2015	43	4	4	I'm at Rivers Casino - in Pittsburgh, PA
Rivers. Must be baseball season. Rivers Casino	-80.0218	40.4468	NA	BillPowell92	2015	45	6	1	I'm at Rivers Casino - in Pittsburgh, PA
Rivers. Must be baseball season. Rivers Casino	-80.0218	40.4468	NA	dthomson729	2015	51	5	21	I'm at Rivers Casino - in Pittsburgh, PA
Rivers. Must be baseball season. Rivers Casino	-80.0218	40.4468	NA	TalkDownie2Me	2015	51	5	23	I'm at Rivers Casino - in Pittsburgh, PA
Rivers. Must be baseball season. Rivers Casino	-80.0218	40.4468	NA	lisarec	2015	58	5	22	I'm at Rivers Casino - in Pittsburgh, PA
Rivers. Must be baseball season. Rivers Casino	-80.0218	40.4468	NA	Squigigers	2015	61	1	2	I'm at Rivers Casino - in Pittsburgh, PA
Rivers. Must be baseball season. Rivers Casino	-80.0218	40.4468	NA	brexx_nirpaw	2015	67	0	1	I'm at Rivers Casino - in Pittsburgh, PA
Rivers. Must be baseball season. Rivers Casino	-80.0218	40.4468	NA	mike8120	2015	73	6	23	I'm at Rivers Casino - in Pittsburgh, PA
Rivers. Must be baseball season. Rivers Casino	-80.0218	40.4468	NA	beez_412	2015	116	0	0	I'm at Rivers Casino - in Pittsburgh, PA
Rivers. Must be baseball season. Rivers Casino	-80.0218	40.4468	NA	superfro432	2015	143	6	2	I'm at Rivers Casino - in Pittsburgh, PA
Rivers. Must be baseball season. Rivers Casino	-80.0218	40.4468	NA	TradeTwoBags	2015	151	0	20	I'm at Rivers Casino - in Pittsburgh, PA
Rivers. Must be baseball season. Rivers Casino	-80.0218	40.4468	NA	MalkinsTwin	2015	152	1	2	I'm at Rivers Casino - in Pittsburgh, PA
Rivers. Must be baseball season. Rivers Casino	-80.0218	40.4468	NA	centorhm12	2015	158	0	3	I'm at Rivers Casino - in Pittsburgh, PA
Rivers. Must be baseball season. Rivers Casino	-80.0218	40.4468	NA	MovieFanDon	2015	158	0	3	I'm at Rivers Casino - in Pittsburgh, PA
Rivers. Must be baseball season. Rivers Casino	-80.0218	40.4468	NA	UmtKaplan1905	2015	158	0	21	I'm at Rivers Casino - in Pittsburgh, PA
Rivers. Must be baseball season. Rivers Casino	-80.0218	40.4468	NA	LouTang16	2015	179	0	2	I'm at Rivers Casino - in Pittsburgh, PA
Rivers. Must be baseball season. Rivers Casino	-80.0218	40.4468	NA	nealon35	2015	179	0	23	I'm at Rivers Casino - in Pittsburgh, PA
Rivers. Must be baseball season. Rivers Casino	-80.0218	40.4468	NA	russianswimmer	2015	182	3	1	I'm at Rivers Casino - in Pittsburgh, PA
Rivers. Must be baseball season. Rivers Casino	-80.0218	40.4468	NA	Felicia7997	2015	185	6	20	I'm at Rivers Casino - in Pittsburgh, PA
Rivers. Must be baseball season. Rivers Casino	-80.0218	40.4468	NA	mike8120	2015	193	0	22	I'm at Rivers Casino - in Pittsburgh, PA
Rivers. Must be baseball season. Rivers Casino	-80.0218	40.4468	NA	MalkinsTwin	2015	193	0	23	I'm at Rivers Casino - in Pittsburgh, PA
Rivers. Must be baseball season. Rivers Casino	-80.0218	40.4468	NA	wusays	2015	195	2	1	I'm at Rivers Casino - in Pittsburgh, PA
Rivers. Must be baseball season. Rivers Casino	-80.0218	40.4468	NA	ParrotHead134	2015	200	0	3	I'm at Rivers Casino - in Pittsburgh, PA
Rivers. Must be baseball season. Rivers Casino	-80.0218	40.4468	NA	DArkMEATHOOK	2015	204	4	20	I'm at Rivers Casino - in Pittsburgh, PA
Rivers. Must be baseball season. Rivers Casino	-80.0218	40.4468	NA	meetjenn	2015	227	6	1	I'm at Rivers Casino - in Pittsburgh, PA w/
Rivers. Must be baseball season. Rivers Casino	-80.0218	40.4468	NA	russianswimmer	2015	235	0	21	I'm at Rivers Casino - in Pittsburgh, PA
Rivers. Must be baseball season. Rivers Casino	-80.0218	40.4468	NA	MalkinsTwin	2015	247	5	2	I'm at Rivers Casino - in Pittsburgh, PA
Rivers. Must be baseball season. Rivers Casino	-80.0218	40.4468	NA	russianswimmer	2015	248	6	3	I'm at Rivers Casino - in Pittsburgh, PA
Rivers. Must be baseball season. Rivers Casino	-80.0218	40.4468	NA	MalkinsTwin	2015	249	0	23	I'm at Rivers Casino - in Pittsburgh, PA
Rivers. Must be baseball season. Rivers Casino	-80.0218	40.4468	NA	chuck629	2015	275	5	23	I'm at Rivers Casino - in Pittsburgh, PA
Rivers. Must be baseball season. Rivers Casino	-80.0218	40.4468	NA	shannonleigh11	2015	277	0	16	I'm at Rivers Casino - in Pittsburgh, PA
Rivers. Must be baseball season. Rivers Casino	-80.0218	40.4468	NA	Nick422	2015	278	1	20	I'm at Rivers Casino - in Pittsburgh, PA
Rivers. Must be baseball season. Rivers Casino	-80.0218	40.4468	NA	djshane	2015	284	0	22	I'm at Rivers Casino - in Pittsburgh, PA
Rivers. Must be baseball season. Rivers Casino	-80.0218	40.4468	NA	pennstatedan	2015	303	5	3	I'm at Rivers Casino - in Pittsburgh, PA
Rivers. Must be baseball season. Rivers Casino	-80.0218	40.4468	NA	lisarec	2015	304	6	2	I'm at Rivers Casino - in Pittsburgh, PA
Rivers. Must be baseball season. Rivers Casino	-80.0218	40.4468	NA	chuck629	2015	311	6	0	I'm at Rivers Casino - in Pittsburgh, PA
Roundabout Brewery	-79.9572	40.4771	NA	danpoteste	2014	32	6	0	I'm at Roundabout Brewery (Pittsburgh, PA)
Roundabout Brewery	-79.9572	40.4771	NA	tashiaw	2014	204	3	23	I'm at Roundabout Brewery (Pittsburgh, PA)
Roundabout Brewery	-79.9572	40.4771	NA	Jojo3652	2015	175	3	23	I'm at Roundabout Brewery in Pittsburgh, PA
Roundabout Brewery	-79.9572	40.4771	NA	TheChelFiasco	2015	276	6	19	I'm at Roundabout Brewery in Pittsburgh, PA
Roundabout Brewery	-79.9572	40.4771	NA	SuzyB419	2014	214	6	18	Just posted a photo Roundabout Brewery
Under the 40th Street Bridge	-79.9674	40.4724	NA	CatTsavalas	2014	127	3	22	Just posted a photo Under the 40th Street Bridge
Under the 40th Street Bridge	-79.9674	40.4724	NA	saraknoel	2014	158	6	16	Just posted a photo Under the 40th Street Bridge
Silvioni's Restaurant	-79.9915	40.5094	NA	gelaterrano	2014	135	4	22	I'm at Silvioni's Restaurant (Pittsburgh, PA)
Silvioni's Restaurant	-79.9915	40.5094	NA	Cory_Holko	2014	173	0	20	I'm at Silvioni's Restaurant (Pittsburgh, PA)
Silvioni's Restaurant	-79.9915	40.5094	NA	JesseRaven	2014	332	5	18	I'm at Silvioni's Restaurant in Pittsburgh, PA
Silvioni's Restaurant	-79.9915	40.5094	NA	ParrotHead134	2015	2	5	21	I'm at Silvioni's Restaurant in Pittsburgh, PA
Leaf and Bean in the Strip	-79.9821	40.4522	NA	timorlang	2014	338	4	13	Just posted a photo Leaf and Bean in the Strip
Body By Robyn	-79.9999	40.4537	NA	THEREAL_LIL_E	2014	215	0	20	Just posted a photo Body By Robyn
Gold's Gym	-80.0040	40.4413	NA	BigGunz_	2015	196	3	10	I'm at Gold's Gym in Pittsburgh, PA
Gold's Gym	-80.0040	40.4413	NA	BigGunz_	2015	197	4	23	I'm at Gold's Gym in Pittsburgh, PA
Gold's Gym	-80.0040	40.4413	NA	BigGunz_	2015	205	5	21	I'm at Gold's Gym in Pittsburgh, PA
Gold's Gym	-80.0040	40.4413	NA	sethfbarker	2015	225	4	20	I'm at Gold's Gym in Pittsburgh, PA
Gold's Gym	-80.0040	40.4413	NA	BigGunz_	2015	245	3	21	I'm at Gold's Gym in Pittsburgh, PA
Many More Asian Market	-79.9728	40.4600	NA	jasondensmore	2014	62	1	23	I'm at Many More Asian Market (Pittsburgh, PA) [pic]:
United States Post Office	-79.8759	40.4883	NA	SunStarrMEdia	2015	264	1	22	I'm at United States Post Office in Pittsburgh, PA
Larry's Bar	-79.9747	40.4380	NA	IPhillyBoy2011	2014	100	4	3	I'm at Larry's Bar (Pittsburgh, PA)
Run Around the Square	-79.8943	40.4312	NA	ljstepben	2015	234	6	13	Just posted a photo Run Around the Square
Run Around the Square	-79.8943	40.4312	NA	La1289	2015	234	6	19	Just posted a photo Run Around the Square
Schenley Park: Panther Hollow Lake	-79.9481	40.4369	NA	gadha	2014	111	1	19	I'm at Schenley Park: Panther Hollow Lake (Pittsburgh, PA)
Northview Projects	-80.0011	40.4793	NA	coolc_412	2014	357	2	4	Just posted a photo Northview Projects
Elks Lodge	-80.0008	40.4517	NA	IPhillyBoy2011	2014	108	5	23	I'm at Elks Lodge (Pittsburgh, PA)
Elks Lodge	-80.0008	40.4517	NA	IPhillyBoy2011	2014	114	4	16	I'm at Elks Lodge (Pittsburgh, PA)
Elks Lodge	-80.0008	40.4517	NA	meganguza	2014	127	3	23	I'm at Elks Lodge (Pittsburgh, PA)
Elks Lodge	-80.0008	40.4517	NA	dthomson729	2015	200	0	0	I'm at Elks Lodge in Pittsburgh, PA
Elks Lodge	-80.0008	40.4517	NA	SalenaZitoTrib	2014	34	1	19	Just posted a photo Elks Lodge
Mellon Park	-79.9170	40.4534	NA	dryad_girl	2014	112	2	19	I'm at Mellon Park - (Pittsburgh, PA)
Mellon Park	-79.9170	40.4534	NA	chernysh	2014	123	6	20	I'm at Mellon Park - (Pittsburgh, PA)
Mellon Park	-79.9170	40.4534	NA	timparenti	2014	144	6	14	I'm at Mellon Park - (Pittsburgh, PA)
Mellon Park	-79.9170	40.4534	NA	Joe231k	2014	215	0	20	I'm at Mellon Park - in Pittsburgh, PA
Mellon Park	-79.9170	40.4534	NA	Muffin_C	2015	241	6	17	I'm at Mellon Park in Pittsburgh, PA
McCormick & Schmick's	-79.9998	40.4412	NA	IPhillyBoy2011	2014	37	4	18	I'm at McCormick &amp; Schmick's (Pittsburgh, PA)
McCormick & Schmick's	-79.9998	40.4412	NA	IPhillyBoy2011	2014	52	5	21	I'm at McCormick &amp; Schmick's (Pittsburgh, PA) w/ 3 others
McCormick & Schmick's	-79.9998	40.4412	NA	IPhillyBoy2011	2014	100	4	3	I'm at McCormick &amp; Schmick's (Pittsburgh, PA)
McCormick & Schmick's	-79.9998	40.4412	NA	PersephoniA	2014	108	5	23	I'm at McCormick &amp; Schmick's (Pittsburgh, PA)
McCormick & Schmick's	-79.9998	40.4412	NA	IPhillyBoy2011	2014	112	2	1	I'm at McCormick &amp; Schmick's (Pittsburgh, PA)
McCormick & Schmick's	-79.9998	40.4412	NA	IPhillyBoy2011	2014	113	3	19	I'm at McCormick &amp; Schmick's (Pittsburgh, PA)
McCormick & Schmick's	-79.9998	40.4412	NA	alexveronelli	2014	137	6	23	I'm at McCormick &amp; Schmick's (Pittsburgh, PA)
McCormick & Schmick's	-79.9998	40.4412	NA	PersephoniA	2014	174	1	18	I'm at McCormick &amp; Schmick's (Pittsburgh, PA)
McCormick & Schmick's	-79.9998	40.4412	NA	meetjenn	2015	194	1	15	I'm at McCormick &amp; Schmick's in Pittsburgh, PA
McCormick & Schmick's	-79.9998	40.4412	NA	PersephoniA	2015	253	4	16	I'm at McCormick &amp; Schmick's in Pittsburgh, PA
McCormick & Schmick's	-79.9998	40.4412	NA	PersephoniA	2015	272	2	15	I'm at McCormick &amp; Schmick's in Pittsburgh, PA
Mt. Lebanon Recreation Center	-80.0549	40.3741	NA	lisarec	2014	308	2	18	I'm at Mt. Lebanon Recreation Center in Pittsburgh, PA
Alexander's Italian Bistro	-79.9436	40.4586	NA	J_Anthony_	2014	109	6	21	I'm at Alexander's Italian Bistro - (Pittsburgh, PA)
Alexander's Italian Bistro	-79.9436	40.4586	NA	dropseed	2014	340	6	23	I'm at Alexander's Italian Bistro - in Pittsburgh, PA
Three Rivers CHRYSLER	-80.0273	40.3977	NA	WhotheFis_Sloth	2015	187	1	14	Just posted a photo Three Rivers CHRYSLER
Etna Street Fair	-79.9485	40.5030	NA	IPhillyBoy2011	2014	136	5	13	I'm at Etna Street Fair (Etna, PA)
Grand View Buffet at Rivers Casino	-80.0219	40.4466	NA	lauraabauer20	2014	299	0	16	Just posted a photo Grand View Buffet at Rivers Casino
The Deck	-79.9801	40.3687	NA	IPhillyBoy2011	2014	140	2	16	I'm at The Deck (Pittsburgh, PA)
Legion Park	-80.0350	40.4820	NA	angidas	2015	305	0	21	Just posted a photo Legion Park
PensGear	-79.9894	40.4395	NA	M3gannn__	2014	122	5	20	I'm at PensGear (Pittsburgh, PA)
Breaker's Pool Hall	-80.0347	40.3954	NA	michgal_ga	2014	29	3	0	I'm at Breaker's Pool Hall (Pittsburgh, PA)
Breaker's Pool Hall	-80.0347	40.3954	NA	AbbyDinges	2014	32	6	1	I'm at Breaker's Pool Hall (Pittsburgh, PA)
Breaker's Pool Hall	-80.0347	40.3954	NA	Ntovorni	2015	191	5	16	I'm at Breaker's Pool Hall in Pittsburgh, PA
Breaker's Pool Hall	-80.0347	40.3954	NA	oliverroy48	2015	304	6	22	I'm at Breaker's Pool Hall in Pittsburgh, PA
The Claddagh Irish Pub	-79.9647	40.4281	NA	JIMMYT_MCFC	2014	32	6	21	I'm at Claddagh Irish Pub (Pittsburgh, PA)
The Claddagh Irish Pub	-79.9647	40.4281	NA	dmase05	2014	54	0	1	I'm at Claddagh Irish Pub (Pittsburgh, PA)
The Claddagh Irish Pub	-79.9647	40.4281	NA	JIMMYT_MCFC	2014	64	3	19	I'm at Claddagh Irish Pub (Pittsburgh, PA)
The Claddagh Irish Pub	-79.9647	40.4281	NA	JIMMYT_MCFC	2014	65	4	3	I'm at Claddagh Irish Pub (Pittsburgh, PA)
The Claddagh Irish Pub	-79.9647	40.4281	NA	RobsonRobson29	2014	69	1	0	I'm at Claddagh Irish Pub (Pittsburgh, PA)
The Claddagh Irish Pub	-79.9647	40.4281	NA	Trouble_02	2014	74	6	16	I'm at Claddagh Irish Pub (Pittsburgh, PA) w/ 7 others
The Claddagh Irish Pub	-79.9647	40.4281	NA	GCASSAT	2014	75	0	23	I'm at Claddagh Irish Pub (Pittsburgh, PA)
The Claddagh Irish Pub	-79.9647	40.4281	NA	jordank66	2014	89	0	21	I'm at Claddagh Irish Pub (Pittsburgh, PA) w/ 3 others
The Claddagh Irish Pub	-79.9647	40.4281	NA	JIMMYT_MCFC	2014	96	0	16	I'm at Claddagh Irish Pub (Pittsburgh, PA)
