venue	lon	lat	checkin_n	user_n	doy_mode	dow_mode	hour_mode	senti_avg
DoubleTree By Hilton Pittsburgh Downtown	-79.9940	40.4405	1	1	2015	226	5	0.000
Belvedere's	-79.9618	40.4691	1	1	2014	26	0	0.000
Subway_1	-80.0442	40.3998	1	1	2014	195	1	0.000
Living the suite life	-80.0130	40.4482	1	1	2014	363	1	0.000
Grandview Overlook	-80.0092	40.4330	1	1	2014	77	2	0.000
Cambria Suites Pittsburgh	-79.9880	40.4403	1	1	2014	326	6	0.000
basic	-80.0761	40.3650	1	1	2015	48	2	0.000
The Verve 360	-80.0024	40.4431	1	1	2015	115	6	0.000
Acacia	-79.9759	40.4286	1	1	2014	68	0	0.000
Las Palmas Carniceria y Supermercados - Beechview	-80.0250	40.4099	1	1	2014	94	5	0.000
Lost Kennywood	-79.8673	40.3888	1	1	2015	236	1	-0.365
Camelot Apartments	-79.9526	40.4509	1	1	2015	307	2	0.000
The Steel City	-79.9932	40.4471	1	1	2014	165	6	0.000
my squirrel sistas	-79.9928	40.4369	1	1	2015	111	2	0.000
Vance Joy -Riptide	-80.0244	40.4557	1	1	2014	304	5	0.432
Braddock Avenue Express	-79.8937	40.4328	1	1	2014	206	5	0.000
West End, Pittsburgh, Pennsylvania	-80.0650	40.4518	1	1	2015	207	0	0.000
Lin's Asian Fusion	-79.9768	40.4286	1	1	2014	290	5	0.000
Munhall, Pennsylvania	-79.9012	40.3912	1	1	2015	244	2	0.000
Swissvale, Pittsburgh, Pennsylvania	-79.8883	40.4171	1	1	2015	236	1	0.000
James Street GastroPub & Speakeasy	-80.0010	40.4544	1	1	2014	32	6	0.000
space	-79.9322	40.4531	1	1	2014	133	2	0.000
Strip District, Pittsburgh_2	-79.9838	40.4527	1	1	2014	361	6	0.000
Carnegie Mellon School of Art	-79.9428	40.4419	1	1	2014	116	6	0.000
West Park on the Northside	-80.0119	40.4533	1	1	2014	300	1	0.000
Our Home	-79.9842	40.4213	1	1	2015	24	6	0.000
Hilton Garden Inn Pittsburgh University Place	-79.9594	40.4394	1	1	2015	263	0	0.000
Craig Distributing	-79.9524	40.4521	1	1	2014	177	4	0.000
Thunder Dome	-79.9715	40.4280	1	1	2014	114	4	0.000
HAYDEN WILLIAMS	-79.8967	40.4475	1	1	2014	315	2	0.000
selfie	-80.0045	40.4529	1	1	2014	172	6	0.000
Latin Quarters, New York	-80.0465	40.4410	1	1	2014	134	3	0.000
1 PPG Place Downtown Pittsburgh	-80.0029	40.4408	1	1	2014	197	3	0.000
West Penn Allegheny Health System	-80.0036	40.4572	1	1	2015	17	6	0.000
Arnold's Tea	-80.0005	40.4537	1	1	2015	199	6	0.000
Whim Pgh	-80.0034	40.4323	1	1	2014	115	5	0.000
PA Wine & Spirits	-79.9266	40.4590	1	1	2014	111	1	0.000
Hays Manor	-80.0565	40.4666	1	1	2015	2	5	0.000
Cwenar Photography	-79.9839	40.4258	1	1	2014	322	2	0.000
Lazy Town	-80.0396	40.3886	1	1	2015	250	1	-0.385
Seviche	-79.9969	40.4439	1	1	2015	264	1	0.000
Grist House Brewing	-79.9720	40.4789	1	1	2015	80	6	0.000
Brenckles Farms and Greenhouses	-79.9942	40.4926	1	1	2014	125	1	0.000
In my dreams	-79.9782	40.4286	1	1	2014	226	4	0.000
Allegheny Landing	-80.0037	40.4471	1	1	2014	152	0	0.000
Penzeys Spices	-79.9853	40.4503	1	1	2014	215	0	0.000
Mount Washington, Pittsburgh, Pennsylvania	-80.0211	40.4391	1	1	2014	145	0	0.000
Burgatory Waterfront	-79.9178	40.4072	1	1	2015	227	6	0.000
The Brew Gentlemen	-79.8704	40.4046	1	1	2014	143	5	0.000
Goodnight	-80.0383	40.3644	1	1	2015	237	2	0.000
REMEDY Restaurant and Lounge	-79.9554	40.4789	1	1	2015	66	6	0.000
The Melting Pot - Pittsburgh	-80.0041	40.4330	1	1	2015	205	5	0.000
Monongahela Incline. Pittsburgh, PA	-80.0059	40.4313	1	1	2014	55	1	0.000
West Park	-80.0116	40.4525	1	1	2014	46	6	0.000
Marty's Market, LLC	-79.9822	40.4537	1	1	2014	109	6	0.000
61B	-79.9507	40.4404	1	1	2014	25	6	0.000
Carnegie Music Hall	-79.9513	40.4432	1	1	2015	178	6	0.000
Home_1	-79.8978	40.4530	1	1	2014	215	0	0.000
Just posted a photo_4	-79.9702	40.4284	1	1	2014	49	2	0.000
Phillips Elementary School	-79.9785	40.4278	1	1	2014	131	0	0.000
Brentwood VFW	-79.9821	40.3705	1	1	2015	115	6	0.000
Patrick T. Fagan Overlook	-80.0065	40.4317	1	1	2014	243	0	0.000
The Pete	-79.9620	40.4440	1	1	2015	120	4	0.000
Point Breeze, Pennsylvania	-79.9219	40.4544	1	1	2014	286	1	0.000
near Pittsburgh PA	-79.8627	40.4516	1	1	2015	55	2	0.000
Hey Soul Sisters	-79.9493	40.4275	1	1	2015	247	5	0.000
North Shore (Pittsburgh	-80.0090	40.4470	1	1	2015	250	1	0.000
P.F. Chang Chain Chains, Changs Of Food	-79.9128	40.4103	1	1	2015	81	0	0.000
Wholey's Fish Market	-79.9859	40.4501	1	1	2014	65	4	0.000
Santa is coming to town	-79.9782	40.4286	1	1	2014	278	0	0.000
Elite Bartending School	-80.0352	40.3939	1	1	2014	78	3	0.000
Primanti Bros. - South Side	-79.9792	40.4286	1	1	2014	153	1	0.000
On the T	-80.0062	40.4342	1	1	2015	247	5	0.000
Greentree Parkway Center	-80.0387	40.4248	1	1	2015	66	6	0.000
Cure	-79.9512	40.4828	1	1	2014	74	6	0.000
TGI Friday's - Consol Energy	-79.9901	40.4389	1	1	2015	110	1	0.259
Extended Stay America Hotel	-80.0886	40.4174	1	1	2015	98	3	0.000
Points Of View	-80.0213	40.4392	1	1	2014	60	6	0.000
New Amsterdam	-79.9595	40.4721	1	1	2015	311	6	0.000
Art Rooney Ave	-80.0139	40.4458	1	1	2014	311	5	0.000
Adult Mart	-80.0078	40.5061	1	1	2014	341	0	0.000
Rumerz Sportz Bar & Grill	-80.0307	40.4766	1	1	2015	200	0	0.000
Dubby's Diner	-79.8889	40.4539	1	1	2015	233	5	0.000
UPMC Presbyterian Hospital	-79.9602	40.4427	1	1	2014	126	2	0.000
Riverfront Trail_2	-79.9873	40.4562	1	1	2014	146	1	0.000
Arcade Comedy Theater	-79.9985	40.4428	1	1	2014	193	6	0.333
hub	-79.9851	40.4372	1	1	2015	78	4	0.000
wcw	-79.8909	40.3767	1	1	2015	50	4	0.000
Liberty Ave	-79.9967	40.4431	1	1	2015	308	3	0.459
DrauckMont Outdoors	-80.0466	40.3815	1	1	2015	10	6	0.000
6th Street Bridge	-80.0030	40.4446	1	1	2015	177	5	0.000
Veterans Bridge	-79.9934	40.4499	1	1	2015	66	6	0.000
Pizza Sola_1	-79.9579	40.4413	1	1	2014	146	1	0.000
Flag Pole Overlook, Grandview Avenue, Pittsburgh,PA USA	-80.0086	40.4325	1	1	2014	96	0	0.000
Spaghetti Warehouse	-79.9793	40.4559	1	1	2015	301	3	0.000
lets take a trip	-80.0721	40.3907	1	1	2015	44	5	0.000
HBD to myself	-80.0700	40.4414	1	1	2015	97	2	0.000
reunited	-79.9556	40.4362	1	1	2015	25	0	0.000
The Boiler Room	-80.0306	40.4196	1	1	2015	299	1	0.000
Washington Plaza	-79.9867	40.4406	1	1	2015	178	6	0.000
Atlantic City New Jersey	-80.0150	40.3666	1	1	2014	300	1	0.000
Paint Monkey 4020 Butler St	-79.9615	40.4692	1	1	2014	333	6	0.000
Just Ducky Tours	-80.0049	40.4338	1	1	2015	178	6	0.000
Pittsburgh International Airport	-80.0695	40.4112	1	1	2015	154	3	0.000
Starbucks_4	-79.9348	40.4511	1	1	2014	67	6	0.000
Everyday Noodles	-79.9201	40.4383	1	1	2015	58	5	0.000
Beeler	-79.9346	40.4454	1	1	2014	67	6	0.000
Howard's Park Place Pub	-79.8944	40.4411	1	1	2014	89	0	0.000
Bicycle Heaven	-80.0321	40.4562	1	1	2015	264	1	0.452
Pittsburgh Marriott City Center	-79.9921	40.4400	1	1	2014	92	3	0.000
Berean Fellowship Church	-80.0886	40.3692	1	1	2014	68	0	0.000
BOOM Concepts	-79.9414	40.4650	1	1	2014	185	5	0.000
Sheraton Pittsburgh Hotel at Station Square	-80.0063	40.4348	1	1	2015	247	5	0.000
Biergarten Hotel Monaco	-79.9963	40.4415	1	1	2015	157	6	0.000
Arsenal Park in Lawrenceville	-79.9592	40.4662	1	1	2014	187	0	0.000
piano slave for NHS	-79.9987	40.3684	1	1	2015	119	3	0.000
Blush	-79.9984	40.4441	1	1	2015	112	3	0.000
Nico's Recovery Room	-79.9489	40.4636	1	1	2014	161	2	0.000
Liberty & 25th Ave	-79.9788	40.4537	1	1	2014	87	5	0.362
Penn Ave Fish Company	-79.9820	40.4524	1	1	2014	97	1	0.000
Nola On The Square	-80.0029	40.4410	1	1	2014	312	6	0.000
Brighton Heights	-80.0330	40.4800	1	1	2015	47	1	0.000
Forbes Tower	-79.9576	40.4403	1	1	2014	70	2	0.000
On A Boat	-80.0057	40.4350	1	1	2014	172	6	0.000
New Hazlett Theater	-80.0048	40.4530	1	1	2015	275	5	0.000
EQT Pittsburgh 10 Miler	-79.9951	40.4506	1	1	2015	299	1	0.000
My Comfort Zone My Bed	-80.0140	40.3996	1	1	2014	320	0	0.263
Home_2	-80.0013	40.4560	1	1	2014	282	4	0.365
zta formal	-80.0220	40.4374	1	1	2015	115	6	0.000
The jacuzzi tub	-79.9785	40.4274	1	1	2015	12	1	0.000
Primanti Bros_2	-79.9569	40.4418	1	1	2015	285	1	0.000
Moore Park Soccer Field	-80.0126	40.4065	1	1	2015	21	3	0.000
