venue	lon	lat	user	year	doy	dow	hour	senti_val	txt
New Amsterdam	-79.9595	40.4721	jcernelli	2015	311	6	4	0.000	Just posted a photo New Amsterdam
Starbucks_2	-80.0456	40.4187	PrincessMarva	2015	269	6	15	0.000	Just posted a photo Starbucks
Starbucks_2	-80.0456	40.4187	PrincessMarva	2015	269	6	15	0.000	Just posted a photo Starbucks
Mount Washington Scenic Overlook	-79.9745	40.4359	KristenHuggler	2015	277	0	22	0.000	Just posted a photo Mount Washington Scenic Overlook
Mount Washington Scenic Overlook	-79.9745	40.4359	KristenHuggler	2015	277	0	22	0.000	Just posted a photo Mount Washington Scenic Overlook
Mount Washington Scenic Overlook	-79.9745	40.4359	KristenHuggler	2015	277	0	22	0.000	Just posted a photo Mount Washington Scenic Overlook
Mount Washington Scenic Overlook	-79.9745	40.4359	KristenHuggler	2015	277	0	22	0.000	Just posted a photo Mount Washington Scenic Overlook
Starbucks_1	-79.9949	40.4414	mexi_can_do	2015	265	2	16	0.000	Just posted a photo Starbucks
Starbucks_1	-79.9949	40.4414	mexi_can_do	2015	265	2	16	0.000	Just posted a photo Starbucks
Starbucks_4	-79.9348	40.4511	Andy1Volz	2014	67	6	14	0.000	Just posted a photo Starbucks
Point State Park Fountain	-80.0128	40.4419	meglynnjohnson	2015	206	6	5	0.000	Just posted a photo Point State Park Fountain
Point State Park Fountain	-80.0128	40.4419	marekhajn	2015	306	1	21	0.000	Just posted a photo Point State Park Fountain
Point State Park Fountain	-80.0128	40.4419	marekhajn	2015	306	1	22	0.000	Just posted a photo Point State Park Fountain
Point State Park Fountain	-80.0128	40.4419	marekhajn	2015	306	1	22	0.000	Just posted a photo Point State Park Fountain
Point State Park Fountain	-80.0128	40.4419	marekhajn	2015	306	1	22	0.000	Just posted a photo Point State Park Fountain
Point State Park Fountain	-80.0128	40.4419	marekhajn	2015	306	1	22	0.000	Just posted a photo Point State Park Fountain
Point State Park Fountain	-80.0128	40.4419	marekhajn	2015	306	1	22	0.000	Just posted a photo Point State Park Fountain
Point State Park Fountain	-80.0128	40.4419	marekhajn	2015	306	1	22	0.000	Just posted a photo Point State Park Fountain
Point State Park Fountain	-80.0128	40.4419	PattSyd22	2015	268	5	22	0.000	Just posted a photo Point State Park Fountain
Point State Park Fountain	-80.0128	40.4419	ZackTanner	2015	121	5	18	0.000	Just posted a photo Point State Park Fountain
Point State Park Fountain	-80.0128	40.4419	livibaum	2015	277	0	20	0.000	Just posted a photo Point State Park Fountain
Point State Park Fountain	-80.0128	40.4419	stynyr	2015	242	0	12	0.000	Just posted a photo Point State Park Fountain
Point State Park Fountain	-80.0128	40.4419	stynyr	2015	242	0	12	0.000	Just posted a photo Point State Park Fountain
Point State Park Fountain	-80.0128	40.4419	KristenHuggler	2015	251	2	1	0.000	Just posted a photo Point State Park Fountain
Point State Park Fountain	-80.0128	40.4419	hannahschwartz0	2015	115	6	1	0.000	Just posted a photo Point State Park Fountain
Point State Park Fountain	-80.0128	40.4419	PattSyd22	2015	268	5	22	0.000	Just posted a photo Point State Park Fountain
Point State Park Fountain	-80.0128	40.4419	Christz9	2015	284	0	23	0.000	Just posted a photo Point State Park Fountain
Point State Park Fountain	-80.0128	40.4419	kelsx3renee	2015	226	5	1	0.000	Just posted a photo Point State Park Fountain
Point State Park Fountain	-80.0128	40.4419	thecoj	2015	227	6	17	0.000	Just posted a photo Point State Park Fountain
Point State Park Fountain	-80.0128	40.4419	greeneyeddj	2015	235	0	18	0.000	Just posted a photo Point State Park Fountain
Point State Park Fountain	-80.0128	40.4419	stynyr	2015	242	0	12	0.000	Just posted a photo Point State Park Fountain
Point State Park Fountain	-80.0128	40.4419	stynyr	2015	242	0	12	0.000	Just posted a photo Point State Park Fountain
Point State Park Fountain	-80.0128	40.4419	pschfr	2014	103	0	21	0.000	Just posted a photo Point State Park Fountain
Point State Park Fountain	-80.0128	40.4419	cspiegler	2014	101	5	0	0.000	Just posted a photo Point State Park Fountain
Point State Park Fountain	-80.0128	40.4419	pschfr	2014	103	0	21	0.000	Just posted a photo Point State Park Fountain
Point State Park Fountain	-80.0128	40.4419	cspiegler	2014	101	5	0	0.000	Just posted a photo Point State Park Fountain
Point State Park Fountain	-80.0128	40.4419	pschfr	2014	103	0	21	0.000	Just posted a photo Point State Park Fountain
Point State Park Fountain	-80.0128	40.4419	cspiegler	2014	101	5	0	0.000	Just posted a photo Point State Park Fountain
Walt Disney World. Orlando, Florida	-80.0805	40.3686	michele_welker	2014	139	1	23	0.000	Just posted a photo Walt Disney World. Orlando, Florida
Walt Disney World. Orlando, Florida	-80.0805	40.3686	michele_welker	2014	139	1	23	0.000	Just posted a photo Walt Disney World. Orlando, Florida
Eden	-79.9347	40.4511	bellalaquatra	2014	54	0	2	0.000	Just posted a photo Eden
Eden	-79.9347	40.4511	bellalaquatra	2014	54	0	2	0.000	Just posted a photo Eden
The Claddagh - Pittsburgh	-79.9647	40.4281	LiLMo7ammed	2015	157	6	21	0.000	Just posted a photo The Claddagh - Pittsburgh
The Claddagh - Pittsburgh	-79.9647	40.4281	LiLMo7ammed	2015	157	6	21	0.000	Just posted a photo The Claddagh - Pittsburgh
Commonplace Coffee House	-79.9219	40.4381	csmayhew	2015	118	2	23	0.000	Just posted a photo Commonplace Coffee House
Commonplace Coffee House	-79.9219	40.4381	piracha913	2015	74	0	19	0.000	Just posted a photo Commonplace Coffee House
Commonplace Coffee House	-79.9219	40.4381	piracha913	2015	74	0	19	0.000	Just posted a photo Commonplace Coffee House
Commonplace Coffee House	-79.9219	40.4381	piracha913	2015	74	0	19	0.000	Just posted a photo Commonplace Coffee House
zta formal	-80.0220	40.4374	maggiejmcgrath	2015	115	6	23	0.000	Just posted a photo zta formal
National Best Friend Day	-79.9626	40.4394	brittanytomasic	2015	159	1	18	0.597	Just posted a photo National Best Friend Day 
National Best Friend Day	-79.9626	40.4394	brittanytomasic	2015	159	1	18	0.597	Just posted a photo National Best Friend Day 
Allegheny River_2	-80.0054	40.4451	apesa_	2015	185	6	14	0.000	Just posted a photo Allegheny River
Allegheny River_2	-80.0054	40.4451	apesa_	2015	185	6	14	0.000	Just posted a photo Allegheny River
Allegheny River_2	-80.0054	40.4451	apesa_	2015	185	6	14	0.000	Just posted a photo Allegheny River
Allegheny River_2	-80.0054	40.4451	apesa_	2015	185	6	14	0.000	Just posted a photo Allegheny River
Jim Jenkins Lawn & Garden Center	-80.0844	40.3627	J0ELCASH	2015	267	4	15	0.000	Just posted a photo Jim Jenkins Lawn &amp; Garden Center
Jim Jenkins Lawn & Garden Center	-80.0844	40.3627	J0ELCASH	2015	267	4	15	0.000	Just posted a photo Jim Jenkins Lawn &amp; Garden Center
On A Boat	-80.0057	40.4350	JoshLouie	2014	172	6	20	0.000	Just posted a photo On A Boat
Forbes Tower	-79.9576	40.4403	svencarl1971	2014	70	2	20	0.000	Just posted a photo Forbes Tower
Brighton Heights	-80.0330	40.4800	TarrenHolland	2015	47	1	16	0.000	Just posted a photo Brighton Heights
CONSOL Energy Center	-79.9894	40.4396	therealannawebb	2015	265	2	22	0.296	Just posted a photo CONSOL Energy Center
CONSOL Energy Center	-79.9894	40.4396	psu_char_99	2015	265	2	22	0.296	Just posted a photo CONSOL Energy Center
CONSOL Energy Center	-79.9894	40.4396	RyanDGreen	2015	269	6	22	0.296	Just posted a photo CONSOL Energy Center
CONSOL Energy Center	-79.9894	40.4396	ashlynniicolee	2014	82	0	16	0.296	Just posted a photo CONSOL Energy Center
CONSOL Energy Center	-79.9894	40.4396	george_birman	2014	83	1	17	0.296	Just posted a photo CONSOL Energy Center
CONSOL Energy Center	-79.9894	40.4396	kraym3r	2014	85	3	1	0.296	Just posted a photo CONSOL Energy Center
CONSOL Energy Center	-79.9894	40.4396	CatherineMarr	2014	107	4	1	0.296	Just posted a photo CONSOL Energy Center
CONSOL Energy Center	-79.9894	40.4396	Eli4short	2014	107	4	1	0.296	Just posted a photo CONSOL Energy Center
CONSOL Energy Center	-79.9894	40.4396	drawohmot	2014	72	4	14	0.296	Just posted a photo CONSOL Energy Center
CONSOL Energy Center	-79.9894	40.4396	george_birman	2014	81	6	20	0.296	Just posted a photo CONSOL Energy Center
CONSOL Energy Center	-79.9894	40.4396	kraym3r	2014	85	3	1	0.296	Just posted a photo CONSOL Energy Center
CONSOL Energy Center	-79.9894	40.4396	dj_Bamboo	2014	91	2	21	0.296	Just posted a photo CONSOL Energy Center
CONSOL Energy Center	-79.9894	40.4396	CatherineMarr	2014	107	4	3	0.296	Just posted a photo CONSOL Energy Center
CONSOL Energy Center	-79.9894	40.4396	ashlynniicolee	2014	82	0	16	0.296	Just posted a photo CONSOL Energy Center
CONSOL Energy Center	-79.9894	40.4396	george_birman	2014	83	1	17	0.296	Just posted a photo CONSOL Energy Center
CONSOL Energy Center	-79.9894	40.4396	kraym3r	2014	85	3	1	0.296	Just posted a photo CONSOL Energy Center
CONSOL Energy Center	-79.9894	40.4396	CatherineMarr	2014	107	4	1	0.296	Just posted a photo CONSOL Energy Center
CONSOL Energy Center	-79.9894	40.4396	Eli4short	2014	107	4	1	0.296	Just posted a photo CONSOL Energy Center
CONSOL Energy Center	-79.9894	40.4396	therealannawebb	2015	265	2	22	0.296	Just posted a photo CONSOL Energy Center
CONSOL Energy Center	-79.9894	40.4396	psu_char_99	2015	265	2	22	0.296	Just posted a photo CONSOL Energy Center
CONSOL Energy Center	-79.9894	40.4396	RyanDGreen	2015	269	6	22	0.296	Just posted a photo CONSOL Energy Center
CONSOL Energy Center	-79.9894	40.4396	Eli4short	2014	35	2	1	0.296	Just posted a photo CONSOL Energy Center
CONSOL Energy Center	-79.9894	40.4396	BantamDraper	2014	23	4	1	0.296	Just posted a photo CONSOL Energy Center
CONSOL Energy Center	-79.9894	40.4396	8_nL	2014	39	6	0	0.296	Just posted a photo CONSOL Energy Center
Sal's City Deli	-80.0001	40.4426	erinomalley	2015	192	6	3	0.000	Just posted a photo Sal's City Deli
Sal's City Deli	-80.0001	40.4426	erinomalley	2015	192	6	3	0.000	Just posted a photo Sal's City Deli
Sal's City Deli	-80.0001	40.4426	erinomalley	2015	192	6	3	0.000	Just posted a photo Sal's City Deli
Nola On The Square	-80.0029	40.4410	Besser89	2014	312	6	4	0.000	Just posted a photo Nola On The Square
P Town	-79.9489	40.4544	xoRogerHarvey	2014	77	2	5	0.000	Just posted a photo P Town
P Town	-79.9489	40.4544	xoRogerHarvey	2014	77	2	5	0.000	Just posted a photo P Town
Blush	-79.9984	40.4441	gypsyExotdancer	2015	112	3	0	0.000	Just posted a photo Blush
Popeyes	-79.9582	40.4415	DJTMI	2014	216	1	0	0.000	Just posted a photo Popeyes
Popeyes	-79.9582	40.4415	DJTMI	2014	216	1	0	0.000	Just posted a photo Popeyes
Popeyes	-79.9582	40.4415	DJTMI	2014	216	1	0	0.000	Just posted a photo Popeyes
Popeyes	-79.9582	40.4415	DJTMI	2014	216	1	0	0.000	Just posted a photo Popeyes
Century 3 Mall	-80.0156	40.4463	cerebral2979	2014	180	0	12	0.000	Just posted a photo Century 3 Mall
Century 3 Mall	-80.0156	40.4463	cerebral2979	2014	180	0	12	0.000	Just posted a photo Century 3 Mall
Three Rivers Rowing Association	-79.9758	40.4667	Captain_Teebs	2014	87	5	0	0.000	Just posted a photo Three Rivers Rowing Association
Three Rivers Rowing Association	-79.9758	40.4667	Captain_Teebs	2014	87	5	0	0.000	Just posted a photo Three Rivers Rowing Association
Three Rivers Rowing Association	-79.9758	40.4667	Captain_Teebs	2014	87	5	0	0.000	Just posted a photo Three Rivers Rowing Association
Bicycle Heaven	-80.0321	40.4562	Tugboat_V2	2015	264	1	16	0.452	Just posted a photo Bicycle Heaven
Points Of View	-80.0213	40.4392	cottle01	2014	60	6	16	0.000	Just posted a photo Points Of View
Voodoo Homestead	-79.9097	40.4063	laurenipsum_	2015	53	0	4	0.000	Just posted a photo Voodoo Homestead
Voodoo Homestead	-79.9097	40.4063	laurenipsum_	2015	53	0	4	0.000	Just posted a photo Voodoo Homestead
Voodoo Homestead	-79.9097	40.4063	laurenipsum_	2015	53	0	4	0.000	Just posted a photo Voodoo Homestead
James Street GastroPub & Speakeasy	-80.0010	40.4544	SalenaZitoTrib	2014	32	6	1	0.000	Just posted a photo James Street GastroPub &amp; Speakeasy
Thunderbolt (Kennywood	-79.8650	40.3889	HeidiBalog	2014	204	3	3	0.000	Just posted a photo Thunderbolt (Kennywood)
Thunderbolt (Kennywood	-79.8650	40.3889	HeidiBalog	2014	204	3	3	0.000	Just posted a photo Thunderbolt (Kennywood)
In my dreams	-79.9782	40.4286	BenzaBurgh	2014	226	4	4	0.000	Just posted a photo In my dreams...
Heinz Stadium Gold Lot 1	-80.0127	40.4473	wendymo6	2015	275	5	0	0.000	Just posted a photo Heinz Stadium Gold Lot 1
Heinz Stadium Gold Lot 1	-80.0127	40.4473	wendymo6	2015	275	5	0	0.000	Just posted a photo Heinz Stadium Gold Lot 1
Heinz Stadium Gold Lot 1	-80.0127	40.4473	wendymo6	2015	275	5	0	0.000	Just posted a photo Heinz Stadium Gold Lot 1
Heinz Stadium Gold Lot 1	-80.0127	40.4473	wendymo6	2015	275	5	0	0.000	Just posted a photo Heinz Stadium Gold Lot 1
Heinz Stadium Gold Lot 1	-80.0127	40.4473	wendymo6	2015	275	5	0	0.000	Just posted a photo Heinz Stadium Gold Lot 1
Pnc Ballpark	-80.0049	40.4466	timorlang	2014	220	5	23	0.000	Just posted a photo Pnc Ballpark
Pnc Ballpark	-80.0049	40.4466	kellygee10	2014	208	0	3	0.000	Just posted a photo Pnc Ballpark
Pnc Ballpark	-80.0049	40.4466	timorlang	2014	220	5	23	0.000	Just posted a photo Pnc Ballpark
Pnc Ballpark	-80.0049	40.4466	kellygee10	2014	208	0	3	0.000	Just posted a photo Pnc Ballpark
Pnc Ballpark	-80.0049	40.4466	jbjphoto	2014	114	4	18	0.000	Just posted a photo Pnc Ballpark
Pnc Ballpark	-80.0049	40.4466	kellygee10	2014	208	0	3	0.000	Just posted a photo Pnc Ballpark
Jozsa Corner Hungarian Restaurant	-79.9448	40.4114	limina	2014	299	0	0	0.000	Just posted a photo Jozsa Corner Hungarian Restaurant
Jozsa Corner Hungarian Restaurant	-79.9448	40.4114	limina	2014	299	0	0	0.000	Just posted a photo Jozsa Corner Hungarian Restaurant
Space Art Gallery	-79.9984	40.4428	JoshLouie	2014	67	6	20	0.000	Just posted a photo Space Art Gallery
Space Art Gallery	-79.9984	40.4428	JoshLouie	2014	67	6	20	0.000	Just posted a photo Space Art Gallery
Space Art Gallery	-79.9984	40.4428	JoshLouie	2014	67	6	20	0.000	Just posted a photo Space Art Gallery
Space Art Gallery	-79.9984	40.4428	JoshLouie	2014	67	6	20	0.000	Just posted a photo Space Art Gallery
Space Art Gallery	-79.9984	40.4428	JoshLouie	2014	67	6	20	0.000	Just posted a photo Space Art Gallery
Space Art Gallery	-79.9984	40.4428	JoshLouie	2014	67	6	20	0.000	Just posted a photo Space Art Gallery
Hot Mass	-79.9929	40.4457	julianhicks	2015	200	0	6	0.000	Just posted a photo Hot Mass
Hot Mass	-79.9929	40.4457	dj_Bamboo	2015	206	6	9	0.000	Just posted a photo Hot Mass
Hot Mass	-79.9929	40.4457	dj_Bamboo	2015	204	4	16	0.000	Just posted a photo Hot Mass
Hot Mass	-79.9929	40.4457	dj_Bamboo	2015	204	4	16	0.000	Just posted a photo Hot Mass
Hot Mass	-79.9929	40.4457	dj_Bamboo	2015	204	4	16	0.000	Just posted a photo Hot Mass
Casa Rasta - East Liberty	-79.9254	40.4602	Local_pgh	2014	288	3	22	0.362	Just posted a photo Casa Rasta - East Liberty
Casa Rasta - East Liberty	-79.9254	40.4602	Local_pgh	2014	288	3	22	0.362	Just posted a photo Casa Rasta - East Liberty
Rock Bottom - Pittsburgh	-79.9149	40.4097	JessBorland	2014	150	5	19	0.000	Just posted a photo Rock Bottom - Pittsburgh
Rock Bottom - Pittsburgh	-79.9149	40.4097	JessBorland	2014	150	5	19	0.000	Just posted a photo Rock Bottom - Pittsburgh
Rock Bottom - Pittsburgh	-79.9149	40.4097	JessBorland	2014	150	5	19	0.000	Just posted a photo Rock Bottom - Pittsburgh
Grist House Brewing	-79.9720	40.4789	mjobelski	2015	80	6	0	0.000	Just posted a photo Grist House Brewing
Carnegie Library of Pittsburgh - Teen Services	-79.9488	40.4434	LaurenDiana228	2015	158	0	17	0.000	Just posted a photo Carnegie Library of Pittsburgh - Teen Services
Carnegie Library of Pittsburgh - Teen Services	-79.9488	40.4434	LaurenDiana228	2015	158	0	17	0.000	Just posted a photo Carnegie Library of Pittsburgh - Teen Services
1 PPG Place Downtown Pittsburgh	-80.0029	40.4408	weare_golden	2014	197	3	17	0.000	Just posted a photo 1 PPG Place Downtown Pittsburgh
selfie	-80.0045	40.4529	Ahmed_Alshewish	2014	172	6	1	0.000	Just posted a photo selfie
HAYDEN WILLIAMS	-79.8967	40.4475	ChanellAvent	2014	315	2	20	0.000	Just posted a photo HAYDEN WILLIAMS
Millvale Library	-79.9718	40.4781	Rachieqt02	2014	67	6	23	0.000	Just posted a photo Millvale Library
Millvale Library	-79.9718	40.4781	Rachieqt02	2014	67	6	23	0.000	Just posted a photo Millvale Library
Carnegie Museum of Natural History	-79.9493	40.4433	BenzaBurgh	2014	291	6	1	0.263	Just posted a photo Carnegie Museum of Natural History
Carnegie Museum of Natural History	-79.9493	40.4433	Camilyarde	2014	323	3	3	0.263	Just posted a photo Carnegie Museum of Natural History
Carnegie Museum of Natural History	-79.9493	40.4433	ywy23	2014	312	6	2	0.263	Just posted a photo Carnegie Museum of Natural History
Carnegie Museum of Natural History	-79.9493	40.4433	mculyba	2014	360	5	19	0.263	Just posted a photo Carnegie Museum of Natural History
Carnegie Museum of Natural History	-79.9493	40.4433	lucastcmh	2015	19	1	18	0.263	Just posted a photo Carnegie Museum of Natural History
Carnegie Museum of Natural History	-79.9493	40.4433	j13harter	2015	46	0	21	0.263	Just posted a photo Carnegie Museum of Natural History
Carnegie Museum of Natural History	-79.9493	40.4433	emily4732	2015	51	5	21	0.263	Just posted a photo Carnegie Museum of Natural History
Carnegie Museum of Natural History	-79.9493	40.4433	ywy23	2014	312	6	2	0.263	Just posted a photo Carnegie Museum of Natural History
Carnegie Museum of Natural History	-79.9493	40.4433	mculyba	2014	360	5	19	0.263	Just posted a photo Carnegie Museum of Natural History
Carnegie Museum of Natural History	-79.9493	40.4433	joey_thrift	2015	38	6	20	0.263	Just posted a photo Carnegie Museum of Natural History
Carnegie Museum of Natural History	-79.9493	40.4433	Camilyarde	2014	322	2	2	0.263	Just posted a photo Carnegie Museum of Natural History
Carnegie Museum of Natural History	-79.9493	40.4433	jjggz	2014	305	6	3	0.263	Just posted a photo Carnegie Museum of Natural History
Carnegie Museum of Natural History	-79.9493	40.4433	steponmemaysick	2014	360	5	20	0.263	Just posted a photo Carnegie Museum of Natural History
Carnegie Museum of Natural History	-79.9493	40.4433	elizsmiz	2015	15	4	18	0.263	Just posted a photo Carnegie Museum of Natural History
Carnegie Museum of Natural History	-79.9493	40.4433	abbynormalemily	2015	311	6	21	0.263	Just posted a photo Carnegie Museum of Natural History
Carnegie Museum of Natural History	-79.9493	40.4433	KevinPopovic	2015	53	0	18	0.263	Just posted a photo Carnegie Museum of Natural History
Carnegie Museum of Natural History	-79.9493	40.4433	abbynormalemily	2015	311	6	21	0.263	Just posted a photo Carnegie Museum of Natural History
Carnegie Museum of Natural History	-79.9493	40.4433	_trisaratops11	2015	195	2	1	0.263	Just posted a photo Carnegie Museum of Natural History
Carnegie Museum of Natural History	-79.9493	40.4433	Camilyarde	2014	322	2	2	0.263	Just posted a photo Carnegie Museum of Natural History
Carnegie Museum of Natural History	-79.9493	40.4433	jjggz	2014	305	6	3	0.263	Just posted a photo Carnegie Museum of Natural History
Carnegie Museum of Natural History	-79.9493	40.4433	steponmemaysick	2014	360	5	20	0.263	Just posted a photo Carnegie Museum of Natural History
Carnegie Museum of Natural History	-79.9493	40.4433	elizsmiz	2015	15	4	18	0.263	Just posted a photo Carnegie Museum of Natural History
Carnegie Museum of Natural History	-79.9493	40.4433	abbynormalemily	2015	311	6	21	0.263	Just posted a photo Carnegie Museum of Natural History
Carnegie Museum of Natural History	-79.9493	40.4433	_trisaratops11	2015	195	2	1	0.263	Just posted a photo Carnegie Museum of Natural History
Carnegie Museum of Natural History	-79.9493	40.4433	abbynormalemily	2015	311	6	21	0.263	Just posted a photo Carnegie Museum of Natural History
UPMC Shadyside_1	-79.9399	40.4547	Erzhan343	2015	82	1	1	0.000	Just posted a photo UPMC Shadyside
UPMC Shadyside_1	-79.9399	40.4547	Erzhan343	2015	82	1	1	0.000	Just posted a photo UPMC Shadyside
UPMC Shadyside_1	-79.9399	40.4547	Erzhan343	2015	82	1	1	0.000	Just posted a photo UPMC Shadyside
UPMC Shadyside_1	-79.9399	40.4547	Erzhan343	2015	82	1	1	0.000	Just posted a photo UPMC Shadyside
Elite Bartending School	-80.0352	40.3939	EliteBarPGH	2014	78	3	22	0.000	Just posted a photo Elite Bartending School
Santa is coming to town	-79.9782	40.4286	BenzaBurgh	2014	278	0	3	0.000	Just posted a photo Santa is coming to town
Mattress Factory - Museum of Contemporary Art	-80.0123	40.4570	athenaruss	2015	97	2	23	0.000	Just posted a photo Mattress Factory - Museum of Contemporary Art
Mattress Factory - Museum of Contemporary Art	-80.0123	40.4570	Theo_Cratic	2014	299	0	17	0.000	Just posted a photo Mattress Factory - Museum of Contemporary Art
Mattress Factory - Museum of Contemporary Art	-80.0123	40.4570	Theo_Cratic	2014	299	0	17	0.000	Just posted a photo Mattress Factory - Museum of Contemporary Art
Mattress Factory - Museum of Contemporary Art	-80.0123	40.4570	Theo_Cratic	2014	299	0	17	0.000	Just posted a photo Mattress Factory - Museum of Contemporary Art
Mattress Factory - Museum of Contemporary Art	-80.0123	40.4570	steadman_amanda	2014	327	0	19	0.000	Just posted a photo Mattress Factory - Museum of Contemporary Art
Mattress Factory - Museum of Contemporary Art	-80.0123	40.4570	PatBHenderson	2014	334	0	20	0.000	Just posted a photo Mattress Factory - Museum of Contemporary Art
Mattress Factory - Museum of Contemporary Art	-80.0123	40.4570	MartinBielat	2015	17	6	19	0.000	Just posted a photo Mattress Factory - Museum of Contemporary Art
Mattress Factory - Museum of Contemporary Art	-80.0123	40.4570	hannahschwartz0	2015	154	3	20	0.000	Just posted a photo Mattress Factory - Museum of Contemporary Art
Mattress Factory - Museum of Contemporary Art	-80.0123	40.4570	hannahschwartz0	2015	154	3	20	0.000	Just posted a photo Mattress Factory - Museum of Contemporary Art
Mattress Factory - Museum of Contemporary Art	-80.0123	40.4570	hannahschwartz0	2015	154	3	20	0.000	Just posted a photo Mattress Factory - Museum of Contemporary Art
Mattress Factory - Museum of Contemporary Art	-80.0123	40.4570	_ItsALLYYYY_	2014	284	6	16	0.000	Just posted a photo Mattress Factory - Museum of Contemporary Art
Mattress Factory - Museum of Contemporary Art	-80.0123	40.4570	Theo_Cratic	2014	299	0	17	0.000	Just posted a photo Mattress Factory - Museum of Contemporary Art
Mattress Factory - Museum of Contemporary Art	-80.0123	40.4570	Theo_Cratic	2014	299	0	18	0.000	Just posted a photo Mattress Factory - Museum of Contemporary Art
Mattress Factory - Museum of Contemporary Art	-80.0123	40.4570	steadman_amanda	2014	327	0	19	0.000	Just posted a photo Mattress Factory - Museum of Contemporary Art
Mattress Factory - Museum of Contemporary Art	-80.0123	40.4570	hsmileyjones	2014	361	6	23	0.000	Just posted a photo Mattress Factory - Museum of Contemporary Art
Mattress Factory - Museum of Contemporary Art	-80.0123	40.4570	nearlydrowning	2015	11	0	0	0.000	Just posted a photo Mattress Factory - Museum of Contemporary Art
Mattress Factory - Museum of Contemporary Art	-80.0123	40.4570	nearlydrowning	2015	10	6	23	0.000	Just posted a photo Mattress Factory - Museum of Contemporary Art
Mattress Factory - Museum of Contemporary Art	-80.0123	40.4570	MartinBielat	2015	17	6	19	0.000	Just posted a photo Mattress Factory - Museum of Contemporary Art
Mattress Factory - Museum of Contemporary Art	-80.0123	40.4570	jenaklinger	2015	60	0	20	0.000	Just posted a photo Mattress Factory - Museum of Contemporary Art
Mattress Factory - Museum of Contemporary Art	-80.0123	40.4570	Jay_fray11	2014	122	5	15	0.000	Just posted a photo Mattress Factory - Museum of Contemporary Art
Mattress Factory - Museum of Contemporary Art	-80.0123	40.4570	lperistere	2015	178	6	20	0.000	Just posted a photo Mattress Factory - Museum of Contemporary Art
P.F. Chang Chain Chains, Changs Of Food	-79.9128	40.4103	shel121momma	2015	81	0	2	0.000	Just posted a photo P.F. Chang Chain Chains, Changs Of Food
Hey Soul Sisters	-79.9493	40.4275	idhkrtika	2015	247	5	9	0.000	Just posted a photo Hey Soul Sisters
Mullen's Bar & Grill - Pittsburgh	-80.0040	40.4484	Dr_Cynical_Izin	2015	241	6	2	0.000	Just posted a photo Mullen's Bar &amp; Grill - Pittsburgh
Mullen's Bar & Grill - Pittsburgh	-80.0040	40.4484	Dr_Cynical_Izin	2015	241	6	2	0.000	Just posted a photo Mullen's Bar &amp; Grill - Pittsburgh
Mount Lebanon Park	-80.0568	40.3750	csmayhew	2015	187	1	17	0.000	Just posted a photo Mount Lebanon Park
Mount Lebanon Park	-80.0568	40.3750	csmayhew	2015	187	1	17	0.000	Just posted a photo Mount Lebanon Park
Mount Lebanon Park	-80.0568	40.3750	csmayhew	2015	187	1	17	0.000	Just posted a photo Mount Lebanon Park
Mount Lebanon Park	-80.0568	40.3750	csmayhew	2015	187	1	17	0.000	Just posted a photo Mount Lebanon Park
Mount Lebanon Park	-80.0568	40.3750	csmayhew	2015	187	1	17	0.000	Just posted a photo Mount Lebanon Park
Patrick T. Fagan Overlook	-80.0065	40.4317	renise99	2014	243	0	21	0.000	Just posted a photo Patrick T. Fagan Overlook
Goodnight	-80.0383	40.3644	Emily13Lebovitz	2015	237	2	3	0.000	Just posted a photo Goodnight
evil friends	-80.0766	40.3648	_delaneyyym	2015	13	2	1	-0.124	Just posted a photo evil friends
evil friends	-80.0766	40.3648	_delaneyyym	2015	13	2	1	-0.124	Just posted a photo evil friends
Millvale, Pennsylvania	-79.9786	40.4800	kim_anh	2014	131	0	21	0.000	Just posted a photo Millvale, Pennsylvania
Millvale, Pennsylvania	-79.9786	40.4800	kim_anh	2014	131	0	21	0.000	Just posted a photo Millvale, Pennsylvania
16th Street Bridge	-79.9888	40.4499	JoshLouie	2015	196	3	22	0.000	Just posted a photo 16th Street Bridge
16th Street Bridge	-79.9888	40.4499	JoshLouie	2015	196	3	22	0.000	Just posted a photo 16th Street Bridge
16th Street Bridge	-79.9888	40.4499	JoshLouie	2014	205	4	21	0.000	Just posted a photo 16th Street Bridge
Coca Cafe	-79.9641	40.4673	cicer_OHOKAY	2015	137	0	16	0.000	Just posted a photo Coca Cafe
Coca Cafe	-79.9641	40.4673	eliglazier	2014	332	5	16	0.000	Just posted a photo Coca Cafe
Pittsburgh's Strip District_2	-79.9815	40.4533	aurelio02	2015	276	6	20	0.000	Just posted a photo Pittsburgh's Strip District
Pittsburgh's Strip District_2	-79.9815	40.4533	aurelio02	2015	276	6	20	0.000	Just posted a photo Pittsburgh's Strip District
Pittsburgh's Strip District_2	-79.9815	40.4533	aurelio02	2015	276	6	20	0.000	Just posted a photo Pittsburgh's Strip District
Pittsburgh's Strip District_2	-79.9815	40.4533	aurelio02	2015	276	6	20	0.000	Just posted a photo Pittsburgh's Strip District
Pittsburgh's Strip District_2	-79.9815	40.4533	aurelio02	2015	276	6	20	0.000	Just posted a photo Pittsburgh's Strip District
Mine Factory	-79.8952	40.4483	BoydleService	2014	58	4	1	0.000	Just posted a photo Mine Factory
